cruise	period	pera	perb	perc	CT	O_Matter	mud	silt	clay	Semelidae	Cardiidae	Solecurtidae	Bivalvia	Cuspidariidae	Corbulidae	Lucinidae	Donacidae	Pharidae	Galeommatidae	Veneridae	Hiatellidae	Leptonidae	Mactridae	Mytilidae	Montacutidae	Petricolidae	Nuculidae	Nuculanidae	Pandoridae	Psammobidae	Lasaeidae	Tellinidae	Thracidae	Thyasiridae	Actaeonide	Aporrhaidae	Turridae	Cylichnidae	Epitoniidae	Gastropoda	Hydrobiidae	Eumidae	Naticidae	Opistobranchia	Turritellidae	Dentaliidae	Prochaetodermatidae	Ampeliscidae	Aoridae	Isaeidae	Caprellidae	Corophiidae	Eusiridae	Phoxocephalidae	Lysianassidae	Leucothoidae	Gammaridae	Oedicerotidae	Gammaridae	Bodotriidae	Nannastacidae	Diastylidae	Leuconidae	Alpheidae	Paguridae	Callianassidae	Decapoda_indStadiolarvale	Diogenidae	Majidae	Leucosiidae	Galatheidae	Goneplacidae	Laomediidae	Portunidae	Pinnotheridae	Processidae	Penaeidae	Upogebiidae	Squillidae	Cirolanidae	Isopoda_ind	Gnathiidae	Janiridae	Apseudidae	Paratanaidae	Ostracoda_ind	Amphiudidae	Asterinidae	Brissidae	Holothurioidea_ind	Synaptidae	Ophiothricidae	Ophiuroidea_ind	Schizasteridae	Spatangidae_ind	Cucumariidae	Chiridotidae	Aspidosiphonidae	Golfingidae	Phascolionidae	Sipuncula_ind	Sipunculidae	Nemertino_ind	Anthozoa	Virgulariidae	Ammotheidae	Platyhelminthes_ind	Paraonidae	Ampharetidae	Spionidae	Cirratulidae	Aphroditidae	Onuphidae	Opheliidae	Flabelligeridae	Sabellidae	Cossuridae	Arabellidae	Phyllodocidae	Maldanidae	Eunicidae	Glyceridae	Goniadidae	Polynoidae	Serpulidae	Hesionidae	Terebellidae	Lumbrineridae	Magelonidae	Nereidae	Nephtydae	Capitellidae	Oweniidae	Pectinaridae	Pilargiidae	Poecilochaetidae	Scalibregmatidae	Pilargidae	Sternaspidae	Sigalionidae	Syllidae	Orbinidae	Priapulidae	Picnogonidae	Caprellidae	Caudofoveata	Phascolosomatidae	Ptychoderidae
A2C3	2	0	1	0	0	1.21	42.71	30.81	11.90	28	1	1	0	0	1	2	2	10	0	5	0	0	0	0	0	0	0	1	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	4	0	11	0	0	0	3	0	1	0	0	0	0	0	0	1	15	1	0	0	1	0	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	27	2	3	0	2	0	0	0	2	0	11	3	25	43	0	54	0	0	4	0	0	15	3	2	8	5	0	0	1	2	20	0	0	24	32	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0
A2C4	2	0	1	0	0	1.72	30.80	18.57	12.24	25	0	1	3	1	0	5	1	6	0	5	0	0	0	0	0	0	0	0	1	0	0	2	2	10	0	0	0	1	0	0	0	0	0	0	0	0	32	7	0	0	0	1	1	5	0	3	0	1	0	1	0	0	0	0	0	18	1	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	22	0	2	0	0	1	0	0	0	0	41	1	17	52	0	93	0	0	1	0	0	29	4	1	10	11	2	1	3	0	23	0	5	23	5	2	0	1	3	0	1	8	4	0	0	0	0	0	0	0	0
A2C5	2	0	1	0	0	1.47	37.94	17.71	20.23	33	0	1	2	1	4	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	1	2	2	6	0	0	0	2	0	0	0	0	0	0	0	0	6	9	0	2	0	1	0	1	2	4	0	0	2	0	0	3	4	0	0	19	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	1	0	0	2	0	25	0	24	94	0	74	0	0	0	0	0	14	2	2	9	2	2	0	1	1	11	0	1	17	10	1	1	0	3	0	1	8	5	1	0	0	0	0	0	0	0
A2T1	2	0	1	0	1	1.76	37.51	23.47	14.04	43	3	0	6	0	2	0	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	4	0	1	4	0	0	0	1	0	2	1	2	0	1	2	1	0	0	3	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	37	0	0	0	0	0	0	0	0	0	5	0	18	59	0	9	0	0	0	0	0	18	4	1	6	0	1	0	3	1	4	0	1	15	18	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0
A2T2	2	0	1	0	1	1.50	40.39	19.35	21.04	52	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	4	7	0	1	1	1	0	3	1	2	0	0	0	0	0	0	0	3	0	13	0	0	0	0	0	2	0	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	18	0	0	0	0	0	0	0	1	0	9	1	19	59	0	34	1	0	0	0	0	8	13	3	11	0	0	0	2	5	11	1	0	18	25	0	0	2	5	0	0	4	3	0	0	0	0	0	0	0	0
A2T3	2	0	1	0	1	1.37	37.10	21.97	15.13	32	1	1	2	0	1	3	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	4	3	1	2	0	2	0	0	0	0	2	0	3	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	5	0	34	24	0	39	0	0	0	0	0	16	7	3	11	0	1	1	2	5	8	0	3	27	24	0	0	0	2	0	1	7	6	1	0	0	0	0	0	0	0
A2T4	2	0	1	0	1	1.37	37.25	22.13	15.12	33	0	1	0	0	0	2	1	5	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	3	4	0	1	0	1	0	2	0	2	0	1	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	1	0	0	0	0	0	0	0	1	0	18	5	0	20	0	0	1	0	0	9	2	2	9	1	0	0	1	13	4	1	2	15	41	0	0	1	5	0	2	4	1	0	0	0	0	0	0	0	0
A2T5	2	0	1	0	1	1.56	48.40	24.98	23.42	27	0	2	5	0	0	0	0	3	0	4	0	0	0	0	4	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	3	8	0	0	0	2	0	2	0	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	3	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	36	0	0	0	0	0	0	0	0	0	14	1	30	37	0	11	0	0	0	0	0	16	2	3	11	0	2	0	1	3	12	0	1	24	20	1	0	0	2	0	1	11	4	0	0	0	0	0	0	0	0
SC1	2	0	1	0	0	1.14	27.44	15.94	11.50	3	3	0	1	0	1	1	2	1	0	7	0	0	0	0	1	0	0	1	0	0	1	7	0	3	0	0	0	0	0	0	0	0	0	0	2	0	21	7	0	0	0	2	0	3	0	0	0	0	0	1	0	1	0	0	0	15	0	0	0	0	0	3	1	0	0	5	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	19	10	14	0	0	0	0	0	4	0	41	11	84	37	1	55	4	0	14	1	0	20	14	1	21	3	2	0	1	10	31	1	0	18	25	2	2	4	3	0	2	3	3	2	0	0	0	0	0	0	0
SC2	2	0	1	0	0	1.41	32.80	19.51	13.29	0	3	0	3	0	15	0	0	5	0	4	0	0	0	0	2	0	0	2	0	1	0	23	0	14	8	0	0	3	0	0	0	1	0	0	0	0	6	12	0	5	0	0	0	0	0	3	0	1	0	0	0	0	6	0	0	25	0	0	0	0	0	2	0	1	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	12	3	6	0	0	2	0	0	1	0	21	15	67	105	2	64	1	0	3	0	0	16	4	4	17	1	4	0	3	1	17	1	2	23	16	1	2	1	3	0	1	32	4	0	0	0	0	0	0	0	0
SC3	2	0	1	0	0	1.21	37.05	20.21	16.83	0	2	1	1	0	2	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	9	0	1	0	0	0	0	0	0	0	0	0	1	12	9	0	0	0	3	0	0	1	2	0	2	1	1	1	2	1	1	0	18	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0	0	27	9	12	0	0	0	0	0	3	0	70	9	66	42	1	73	3	0	9	0	0	20	9	2	24	2	2	0	4	10	29	0	1	16	34	0	3	3	2	0	5	9	3	1	0	0	0	0	0	0	0
SC4	2	0	1	0	0	1.72	34.35	20.54	13.81	8	2	0	1	0	4	0	0	2	0	3	0	0	0	0	4	0	1	1	0	0	1	13	1	11	0	0	0	0	0	0	0	0	1	0	1	2	18	12	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	2	15	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	16	7	12	0	0	0	0	0	3	0	49	18	65	60	1	59	3	0	4	0	0	29	13	9	19	1	2	0	3	14	19	1	1	11	31	1	9	2	2	0	2	8	3	2	0	0	0	0	0	0	0
SC5	2	0	1	0	0	1.45	32.11	19.15	12.95	7	1	0	0	1	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	7	1	8	0	0	0	0	0	0	0	0	0	0	2	0	15	6	0	0	0	0	0	1	0	1	0	1	0	0	0	3	0	0	0	11	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	25	7	10	0	0	0	0	0	5	0	25	16	52	60	1	49	2	0	7	0	0	10	5	4	27	2	0	0	3	16	18	0	3	23	20	0	9	0	4	0	0	5	2	4	0	0	0	0	0	0	0
ST1	2	0	1	0	1	1.76	35.24	19.57	15.67	0	3	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	6	0	4	0	3	0	3	2	2	0	2	0	0	0	0	1	1	1	7	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	32	1	0	0	0	0	0	0	3	1	6	8	11	16	1	9	0	0	5	0	0	14	2	1	8	1	3	0	3	36	7	0	1	24	53	0	7	0	6	0	1	6	2	1	0	0	0	0	0	0	0
ST2	2	0	1	0	1	1.50	49.29	24.39	24.90	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	9	0	2	0	0	0	2	0	5	0	1	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	1	0	0	0	0	0	0	0	1	4	15	14	1	13	0	0	1	0	0	12	5	2	9	0	1	0	1	27	8	0	2	13	45	0	0	1	9	1	0	1	3	0	0	0	0	0	0	0	0
ST3	2	0	1	0	1	1.37	36.92	19.18	17.74	1	0	0	1	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	3	35	0	13	0	0	0	0	0	0	0	0	0	0	3	0	5	6	0	5	0	0	1	4	1	3	0	1	0	0	0	0	3	2	1	8	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	29	1	0	0	0	0	0	0	0	2	4	3	32	11	1	37	1	0	4	0	0	16	6	4	11	1	4	0	5	45	7	0	0	18	52	0	4	1	7	0	1	5	4	0	0	0	0	0	0	0	0
ST4	2	0	1	0	1	1.37	41.37	21.04	20.33	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3	0	8	1	1	0	3	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	22	0	0	0	0	0	2	0	0	0	26	3	23	145	0	1	0	0	2	0	0	9	3	2	7	0	2	0	3	10	6	1	0	30	19	0	0	3	0	0	1	17	1	0	0	0	0	0	0	0	0
ST5	2	0	1	0	1	1.56	39.73	20.68	19.06	9	0	0	0	0	1	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	2	0	3	0	0	0	1	0	0	0	0	0	0	2	0	4	5	0	4	0	2	1	1	0	3	0	0	1	1	0	0	1	0	1	7	0	0	0	1	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	16	10	30	40	0	21	0	0	6	0	0	18	5	3	7	1	0	0	9	39	10	0	0	13	64	0	5	2	7	0	1	24	4	0	0	0	0	0	0	0	0
OC1	3	0	0	1	0	1.25	33.67	20.51	13.16	2	0	0	2	1	0	6	1	4	0	7	0	0	0	0	0	0	0	0	0	0	0	12	1	13	0	0	0	1	0	0	0	0	0	1	0	0	14	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	17	2	0	0	3	0	0	0	2	0	8	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	14	6	6	0	0	0	0	0	6	0	27	24	71	20	2	112	7	0	5	0	0	18	18	1	19	8	1	0	2	9	32	0	5	25	57	1	7	0	2	0	0	7	1	4	0	0	0	0	0	0	0
OC2	3	0	0	1	0	1.50	36.39	19.22	17.17	8	1	0	0	1	3	0	0	2	0	4	0	0	0	0	1	0	0	0	0	0	5	14	0	7	0	0	0	0	0	0	0	0	0	0	1	0	8	7	0	1	0	0	1	5	3	3	0	1	0	0	0	0	1	2	0	20	7	0	0	1	0	0	0	5	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	4	3	0	0	0	0	0	0	0	0	38	15	49	111	4	50	6	0	7	0	0	15	6	6	7	1	0	0	3	17	19	0	6	31	31	1	8	3	1	0	0	24	7	3	0	0	0	0	0	0	0
OC3	3	0	0	1	0	1.44	31.05	18.37	12.69	0	0	0	2	1	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	30	10	0	0	0	0	0	0	1	1	0	0	0	2	0	3	0	1	0	20	1	0	0	0	0	0	0	1	0	6	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	18	4	10	0	0	0	0	0	9	0	62	15	54	38	5	79	7	0	10	0	0	24	12	5	17	3	2	0	2	14	26	1	4	26	26	0	7	2	1	0	1	11	6	0	0	0	0	0	0	0	0
OC4	3	0	0	1	0	1.71	32.69	19.92	12.77	3	5	0	0	1	6	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	3	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	20	7	0	2	0	0	0	1	4	3	0	0	0	0	0	2	1	2	2	18	2	0	0	0	1	1	0	3	0	7	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	2	0	13	4	6	0	0	0	0	0	4	0	47	8	52	38	2	76	9	0	12	0	0	12	6	2	11	1	1	0	2	4	20	2	2	22	27	3	4	4	3	0	0	3	2	0	0	0	0	0	0	0	0
OC5	3	0	0	1	0	1.45	35.70	18.02	17.68	4	0	0	1	0	2	1	0	4	0	2	0	0	0	0	2	0	0	2	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	1	0	0	0	4	1	2	1	0	0	1	0	0	0	0	1	21	2	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	9	2	1	0	0	0	0	0	1	0	64	10	50	111	1	61	3	0	7	0	0	10	10	3	9	1	5	0	0	12	18	0	2	35	20	0	8	3	3	0	0	29	6	1	0	0	0	0	0	0	0
OT1	3	0	0	1	1	1.55	33.76	16.94	16.82	3	0	0	4	0	2	2	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	0	4	0	6	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	22	1	1	0	0	0	0	0	0	0	22	21	34	57	1	45	7	0	1	0	0	8	11	3	15	0	0	0	3	20	12	0	9	19	35	0	3	5	11	0	0	13	5	1	0	0	0	0	0	0	0
OT2	3	0	0	1	1	1.08	36.30	19.16	17.14	3	2	0	7	0	11	4	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	18	0	9	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	3	0	0	0	2	0	0	0	1	0	0	0	0	0	9	2	0	0	1	0	1	0	4	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	22	1	4	0	0	0	0	0	0	0	24	7	38	61	0	48	1	0	9	0	0	15	11	3	9	1	1	0	3	3	22	0	8	21	37	0	2	4	4	0	1	16	4	0	0	0	0	0	0	0	0
OT3	3	0	0	1	1	1.62	40.77	22.17	18.61	1	0	0	1	0	1	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	2	7	1	6	0	0	0	0	0	0	0	0	0	0	2	0	1	6	0	2	0	3	0	2	0	0	0	0	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	2	0	0	0	0	0	0	0	0	7	14	29	24	0	21	1	0	4	0	0	8	6	3	9	1	1	0	3	4	9	0	3	15	55	1	7	5	5	0	0	12	8	1	0	0	0	0	0	0	0
OT4	3	0	0	1	1	1.50	37.57	19.33	18.24	3	2	0	0	0	1	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	6	14	0	3	0	0	0	1	0	0	0	0	0	0	2	0	2	12	0	2	0	4	0	1	2	0	1	0	0	0	0	0	1	1	1	11	0	0	0	0	0	1	0	4	0	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	6	7	19	19	2	40	0	0	14	0	0	8	3	0	5	0	3	0	2	59	12	0	1	11	51	0	8	3	7	2	0	12	6	0	0	0	0	0	0	0	0
OT5	3	0	0	1	1	1.51	43.09	22.67	20.41	6	2	0	1	0	7	1	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	18	0	3	0	0	0	4	0	0	0	0	0	0	0	0	1	9	0	0	0	1	0	5	15	3	0	1	0	0	0	1	4	1	4	6	4	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	1	0	0	0	0	0	0	0	0	8	6	22	25	0	14	3	0	5	0	0	18	4	3	8	0	2	0	2	5	5	0	1	16	40	1	1	1	4	0	1	22	6	0	0	0	0	0	0	0	0
NC1	3	0	0	1	0	1.16	36.00	21.09	14.91	8	4	0	0	0	1	1	0	1	0	7	0	0	0	0	1	0	1	2	0	0	2	3	0	15	0	0	0	0	0	0	0	0	0	1	0	0	18	5	0	0	4	1	0	0	0	1	3	0	3	7	1	2	0	0	1	24	0	0	1	1	0	2	0	2	0	4	0	0	0	3	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	15	10	9	0	1	4	2	0	4	0	45	21	68	74	1	85	6	0	11	2	2	17	15	6	25	2	2	0	2	7	20	0	6	21	41	0	21	2	5	0	0	5	2	3	0	0	0	0	0	0	0
NC2	3	0	0	1	0	1.24	38.46	21.34	17.12	13	1	0	0	0	3	1	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	13	0	0	0	1	0	0	0	0	0	0	1	0	15	8	0	0	2	0	0	3	0	2	0	0	0	1	0	1	1	0	4	19	0	0	0	0	0	3	0	1	0	4	2	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	8	3	1	0	0	1	1	0	0	0	64	18	55	86	3	52	14	1	7	0	3	11	6	4	14	2	3	0	2	5	13	1	4	22	26	0	12	7	2	0	0	13	7	2	0	0	0	0	0	0	0
NC3	3	0	0	1	0	1.67	36.70	21.50	15.20	10	0	0	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	3	0	1	6	0	0	2	7	1	7	5	6	0	0	0	0	0	0	1	4	0	20	4	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	7	0	0	0	0	3	2	0	0	0	30	6	38	105	0	48	1	0	7	1	2	10	6	5	11	0	2	0	5	10	11	0	9	34	34	0	7	0	1	0	0	22	5	2	0	0	0	0	0	0	0
NC5	3	0	0	1	0	1.48	33.00	18.79	14.20	14	6	0	0	0	5	0	0	5	0	4	0	0	0	0	0	0	1	0	0	0	2	0	2	26	0	0	0	2	0	0	1	0	0	0	1	0	23	11	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	3	3	37	1	0	0	0	0	2	0	0	0	9	0	1	0	2	0	1	0	0	0	0	2	0	0	0	2	0	1	0	1	0	0	17	5	3	0	0	2	1	0	2	0	58	11	49	45	5	70	10	1	8	0	1	15	8	9	10	4	2	0	3	9	24	2	1	25	45	1	2	2	3	1	0	11	4	7	0	0	0	0	0	0	0
NC7	3	0	0	1	0	1.63	37.19	17.71	19.48	8	0	0	1	0	2	1	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	9	0	0	0	1	0	0	0	0	0	0	0	0	10	11	0	0	1	5	0	5	10	2	0	0	2	1	0	1	3	3	1	16	1	0	0	0	0	1	0	1	0	6	0	1	1	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	11	6	2	0	0	1	1	0	1	0	35	11	35	74	2	73	4	0	5	0	4	11	6	8	6	1	0	0	2	7	15	0	5	21	14	0	5	1	1	1	0	26	4	2	0	0	0	0	0	0	1
NT1	3	0	0	1	1	1.69	40.23	20.66	19.57	9	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	6	2	5	0	0	0	0	0	3	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	13	0	1	0	0	3	2	0	0	0	18	10	23	51	0	13	1	2	6	0	1	10	1	1	9	0	3	0	0	26	6	1	3	24	61	0	4	3	3	1	0	35	7	1	0	0	0	0	0	0	0
NT3	3	0	0	1	1	1.38	38.59	20.66	17.92	16	1	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	10	0	6	0	0	0	0	0	0	0	0	0	0	7	0	3	8	0	0	0	2	0	2	1	1	0	1	2	0	0	0	4	4	1	3	0	0	0	0	0	4	0	0	0	2	1	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	31	1	0	0	0	2	0	0	0	0	5	4	32	19	0	16	3	0	9	0	0	14	5	6	5	1	6	0	2	36	5	0	2	13	63	1	10	0	3	0	0	26	5	0	0	0	0	0	0	0	0
NT5	3	0	0	1	1	1.69	29.62	15.04	14.58	7	0	0	4	0	3	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	14	1	6	0	0	0	0	0	0	0	0	0	0	2	0	2	6	0	0	0	3	0	3	0	2	0	0	1	0	0	1	1	1	2	12	2	0	0	1	0	1	0	1	0	12	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	27	0	0	0	0	3	0	0	0	2	7	11	20	29	0	27	1	1	7	0	0	11	8	2	12	1	4	0	3	19	4	0	0	24	59	0	11	0	4	0	1	25	5	0	0	0	0	0	0	0	0
NT6	3	0	0	1	1	1.35	34.18	18.54	15.63	5	2	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	12	0	8	0	0	0	0	0	0	2	0	0	0	6	0	2	6	0	0	0	1	0	3	1	1	0	0	2	0	0	0	1	1	3	8	0	1	0	0	0	1	0	0	0	5	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	21	2	0	0	0	1	1	2	0	1	5	7	23	23	1	30	3	0	9	0	0	9	3	1	7	0	2	0	2	26	8	0	3	17	30	1	8	1	4	0	0	19	2	0	0	0	0	0	0	0	0
NT9	3	0	0	1	1	1.32	35.72	18.13	17.59	10	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	1	6	0	1	0	0	1	1	0	0	3	2	1	4	1	0	0	0	0	3	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	32	0	0	0	0	1	1	0	0	0	10	10	17	28	0	15	2	0	3	0	0	14	4	4	4	1	2	0	0	12	4	0	6	20	40	0	4	0	1	0	0	20	4	1	0	0	0	0	0	0	0
M2C1	3	0	0	1	0	1.46	36.86	22.22	14.64	8	4	0	2	1	0	3	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0	0	0	10	15	0	0	2	4	1	2	0	1	0	0	0	0	0	1	1	3	0	23	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	2	0	18	1	2	0	0	2	0	0	3	1	36	15	43	50	2	35	2	1	5	0	3	9	4	3	7	0	5	0	0	3	15	1	1	21	59	1	0	2	0	0	1	22	2	3	0	0	1	0	0	0	0
M2C2	3	0	0	1	0	1.65	35.84	23.53	12.31	9	2	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	7	13	0	0	0	3	2	2	0	3	1	0	0	0	0	1	1	2	1	18	1	0	0	0	0	3	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	2	4	0	0	3	1	0	0	1	89	13	78	123	0	65	6	1	6	0	3	25	10	1	11	3	0	0	1	3	13	2	0	21	62	2	3	3	5	0	0	29	1	1	0	0	0	0	1	0	0
M2C3	3	0	0	1	0	1.67	36.55	24.89	11.67	20	1	0	1	0	3	1	0	1	0	1	0	0	0	0	1	0	2	1	0	0	0	6	0	19	0	0	0	0	0	0	1	0	0	0	3	0	11	6	0	0	1	2	0	6	2	1	0	0	0	0	0	1	1	1	0	22	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	18	4	4	0	0	1	1	0	1	0	38	14	32	60	1	62	3	2	8	0	3	15	14	5	15	0	4	0	2	9	9	1	3	28	54	1	2	2	2	0	0	24	6	2	0	0	0	0	0	0	0
