Source	Target	@mention	Retweet	Weight
389572389225_957272714562666	5723114m_9m571044		1	1
3895723157272t17262_791050_9	5723114m_9m571044		1	1
38957231572713572t_7911389711572t	5723114m_9m571044		1	1
38957241m572'8	5723114m_9m571044		1	1
3895727171_791m171t57209	5723114m_9m571044		1	1
389572m72_791055723131	5723114m_9m571044		1	1
3895724972_7915724	5723114m_9m571044		1	1
3895727162717131914t	5723114m_9m571044		1	1
38957271_9314t	5723114m_9m571044		1	1
38972404	5723114m_9m571044		1	1
3899131572t071711'4	5723114m_9m571044		1	1
389915315372	5723114m_9m571044		1	1
3894545m5372	5723114m_9m571044		1	1
389149171_m4571_7915723	5723114m_9m571044		1	1
38914711_94472	5723114m_9m571044		1	1
38914711_972_7915724131'8	5723114m_9m571044		1	1
3891341616	5723114m_9m571044		1	1
389143411'8	5723114m_9m571044		1	1
389151715727172	5723114m_9m571044		1	1
38914t317192_791	5723114m_9m571044		1	1
389107138915372'8572711721	5723114m_9m571044		1	1
389107138915372'83897162_971	5723114m_9m571044		1	1
38910_957271'8	5723114m_9m571044		1	1
389171m1721945	5723114m_9m571044		1	1
3891t5724572711811	5723114m_9m571044		1	1
3891t1tm71572	5723114m_9m571044		1	1
3893893891081572389131	5723114m_9m571044		1	1
38938971318141389_791t	5723114m_9m571044		1	1
389389717113	5723114m_9m571044		1	1
3.893891+11	5723114m_9m571044		1	1
389_7910_9814_9	5723114m_9m571044		1	1
389_7910_9t_79157231_917117	5723114m_9m571044		1	1
38915372'877	5723114m_9m571044		1	1
3891572437271310m3895723	5723114m_9m571044		1	1
3891572341315720	5723114m_9m571044		1	1
38915724t_9_m19_9572m	5723114m_9m571044		1	1
38913891_9_9_9_9_9_9_9_9	5723114m_9m571044		1	1
3891313117157271914	5723114m_9m571044		1	1
38910814m472t104	5723114m_9m571044		1	1
38917157281481411996	5723114m_9m571044		1	1
38917131_9310811'834~1	5723114m_9m571044		1	1
38917131_9310811t57271	5723114m_9m571044		1	1
3891_953131'7	5723114m_9m571044		1	1
3891_91_9572472_79113'8	5723114m_9m571044		1	1
3891_9_9225145	5723114m_9m571044		1	1
3891_9_913131157271572315372	5723114m_9m571044		1	1
389133311m81413	5723114m_9m571044		1	1
389315729133311	5723114m_9m571044		1	1
389317217157104_9	5723114m_9m571044		1	1
38931438917157115729m5724	5723114m_9m571044		1	1
389310~1721	5723114m_9m571044		1	1
38931071157291572445	5723114m_9m571044		1	1
3893181m1711	5723114m_9m571044		1	1
3894572713171572311'8	5723114m_9m571044		1	1
389057290416	5723114m_9m571044		1	1
389093108171m3893171'8	5723114m_9m571044		1	1
3890~m'85572372	5723114m_9m571044		1	1
3890319'8m14919'8	5723114m_9m571044		1	1
38903191472_7911311'8	5723114m_9m571044		1	1
3890319131072~_9_9'8	5723114m_9m571044		1	1
3890m142572m711389m1	5723114m_9m571044		1	1
38904357231138138910	5723114m_9m571044		1	1
3890t_791572m14t	5723114m_9m571044		1	1
3890m31914389262389	5723114m_9m571044		1	1
38971572721'881'8m13131_9	5723114m_9m571044		1	1
38971453481389_791t	5723114m_9m571044		1	1
38971817214t_791810	5723114m_9m571044		1	1
389714389'8	5723114m_9m571044		1	1
3897148117157271955371	5723114m_9m571044		1	1
389m72721572713157281431572711	5723114m_9m571044		1	1
389m72721m47151'8	5723114m_9m571044		1	1
389m1415726211389_9	5723114m_9m571044		1	1
389m7131_9_9_991m_9m38957271	5723114m_9m571044		1	1
389m_9_9_971181171572	5723114m_9m571044		1	1
389mt51717113'8t_7910	5723114m_9m571044		1	1
389m4062~143891017	5723114m_9m571044		1	1
389m714_7910623157271_9534	5723114m_9m571044		1	1
38981319'844	5723114m_9m571044			
38945724971_79157271m0471	5723114m_9m571044		1	1
3894149031714624931	5723114m_9m571044		1	1
38949971_9389'8	5723114m_9m571044		1	1
_791571m0343171	5723114m_9m571044		1	1
_79182471m45	5723114m_9m571044		1	1
_791831714~831714	5723114m_9m571044		1	1
_7915729m_791_791'8	5723114m_9m571044		1	1
_791572157231_791572717171	5723114m_9m571044		1	1
_7915721314517157149~1	5723114m_9m571044		1	1
_791572131t0t_7911389	5723114m_9m571044		1	1
_7915721t15724720372141'8	5723114m_9m571044		1	1
_79157214_7911t4171	5723114m_9m571044		1	1
_79157221m1t4t	5723114m_9m571044		1	1
_791572~062'8'8~	5723114m_9m571044		1	1
_791572315722572814814'8	5723114m_9m571044		1	1
_7915723157231_9_791449	5723114m_9m571044		1	1
_79157231171_9~1626271	5723114m_9m571044		1	1
_79157231311314t	5723114m_9m571044		1	1
_791572317171572_79101	5723114m_9m571044		1	1
_791572457271572421404	5723114m_9m571044		1	1
_791531572_791'8'85723171_9_9572	5723114m_9m571044		1	1
_791531572_791_791621~45	5723114m_9m571044		1	1
_791531572_791m5727151471	5723114m_9m571044		1	1
_791531572_791m_791'899	5723114m_9m571044		1	1
_791572626271''49_791	5723114m_9m571044		1	1
_791572626271t_7910t_9'8'8'8	5723114m_9m571044		1	1
_7915726271471_9_9_9_9	5723114m_9m571044		1	1
_791572715171_m344	5723114m_9m571044		1	1
_79157271m04714_7910	5723114m_9m571044		1	1
_791572717171_9389814389	5723114m_9m571044		1	1
_791572717171_9457272~572_9_9	5723114m_9m571044		1	1
_791572t134389_791t_7910715724	5723114m_9m571044		1	1
_791572t1m31572t13171	5723114m_9m571044		1	1
_791572m4t14389_7913171	5723114m_9m571044		1	1
_79157271945'8tm71t3171	5723114m_9m571044		1	1
_791572711t_920_91	5723114m_9m571044		1	1
_791572713145310	5723114m_9m571044		1	1
_791157297271_95711372471	5723114m_9m571044		1	1
_791157271t572t57272~_7910715724	5723114m_9m571044		1	1
_791157271t_957242m1	5723114m_9m571044		1	1
_7911572t_79153372m57271145	5723114m_9m571044		1	1
_79115728114317114951	5723114m_9m571044		1	1
_791157281143171m38972	5723114m_9m571044		1	1
_79115728114_962mt572	5723114m_9m571044		1	1
_79115728171m1t572318140331	5723114m_9m571044		1	1
_79119034_9t172m1	5723114m_9m571044		1	1
_79145572814	5723114m_9m571044		1	1
_7914571m171_791	5723114m_9m571044		1	1
_7911_79172tm71	5723114m_9m571044		1	1
_79125913890_791572m	5723114m_9m571044		1	1
_79113114'8m57271145	5723114m_9m571044		1	1
_7911313153572389131	5723114m_9m571044		1	1
_79113131572_791071t4	5723114m_9m571044		1	1
_79113131572071514t57231	5723114m_9m571044		1	1
_791171'81t_9'8~5727131572	5723114m_9m571044		1	1
_791171572m145'8	5723114m_9m571044		1	1
_791171_791171'81t_9'818971	5723114m_9m571044		1	1
_7911711t_9'8257271	5723114m_9m571044			
_7911711t313114572	5723114m_9m571044		1	1
_79117157271811	5723114m_9m571044		1	1
_7911713145_7915723171	5723114m_9m571044		1	1
_7911717157231m57213	5723114m_9m571044		1	1
_791171711t_95729572	5723114m_9m571044		1	1
_7911717171_7915727105	5723114m_9m571044		1	1
_7911'8571044'8372t	5723114m_9m571044		1	1
_791191572457271310m	5723114m_9m571044		1	1
_7911117118141'0	5723114m_9m571044		1	1
_791111620417119_90m31	5723114m_9m571044		1	1
_7911m1t33171	5723114m_9m571044		1	1
_79116262715572169	5723114m_9m571044		1	1
_7911_90572~31171	5723114m_9m571044		1	1
_7911_9625723472_7911572m4	5723114m_9m571044		1	1
_791m572715172'8	5723114m_9m571044		1	1
_791014_79157231_9	5723114m_9m571044		1	1
_79101~572389171572m572	5723114m_9m571044		1	1
_79107131m81~9	5723114m_9m571044		1	1
_791071t71572957289_9	5723114m_9m571044		1	1
_791031572'81m'85723114	5723114m_9m571044		1	1
_791031711389710811'8	5723114m_9m571044		1	1
_7910317171t17131m2	5723114m_9m571044		1	1
_7910313104_7915724_914	5723114m_9m571044		1	1
_7910317138971572131_79171	5723114m_9m571044		1	1
_7910m0814071_9572311	5723114m_9m571044		1	1
_7913471m49494572811	5723114m_9m571044		1	1
_79149951389715724913	5723114m_9m571044		1	1
_79149941572313114	5723114m_9m571044		1	1
_7910621'8_9627114389171	5723114m_9m571044		1	1
_7910621572m51t104'8	5723114m_9m571044		1	1
_7910717115311_7915727162	5723114m_9m571044		1	1
_7910t9572m51_791	5723114m_9m571044		1	1
_7910t_96217271620t572t0	5723114m_9m571044		1	1
_791081531572_791	5723114m_9m571044		1	1
_791t389572431572717151	5723114m_9m571044		1	1
_791t3895724m31572717151	5723114m_9m571044		1	1
_7917262'85724572717171	5723114m_9m571044		1	1
_7917262'8t7171572	5723114m_9m571044		1	1
_7917262'845728117171	5723114m_9m571044		1	1
_791726257245721572_791	5723114m_9m571044		1	1
_791m5'8_9m_791	5723114m_9m571044		1	1
_791m5171t71259'8	5723114m_9m571044		1	1
_79189571572m0	5723114m_9m571044		1	1
_791m43895727115724'850198	5723114m_9m571044		1	1
_791m71711~5724711572_904	5723114m_9m571044		1	1
_791814t171'8'8	5723114m_9m571044		1	1
_79181819572	5723114m_9m571044		1	1
_79143431724	5723114m_9m571044		1	1
_791718147171~1m	5723114m_9m571044		1	1
_7917107113721	5723114m_9m571044		1	1
_7917162141t72_791	5723114m_9m571044		1	1
_7917171m311t71572_9_791	5723114m_9m571044		1	1
1'8572m'8457231~_9	5723114m_9m571044		1	1
1572m97113357271	5723114m_9m571044			
1572m257272~'81'	5723114m_9m571044		1	1
1572m257291t_7911389711572t	5723114m_9m571044		1	1
157289531717171	5723114m_9m571044		1	1
1572mt_791121434720714	5723114m_9m571044		1	1
157289389_791'83171	5723114m_9m571044		1	1
1557231'8214341	5723114m_9m571044		1	1
172157114~1m72~	5723114m_9m571044		1	1
197271m	5723114m_9m571044		1	1
191~811717157231	5723114m_9m571044		1	1
1913131537115724572	5723114m_9m571044		1	1
191071572	5723114m_9m571044		1	1
1910t_9~15724_9	5723114m_9m571044		1	1
19~57271_91572	5723114m_9m571044		1	1
19~~957234	5723114m_9m571044		1	1
1971171153372_791	5723114m_9m571044		1	1
517107215724_9	5723114m_9m571044		1	1
51t31572m_914389	5723114m_9m571044		1	1
18141522551811710m	5723114m_9m571044		1	1
13890t503472'8	5723114m_9m571044		1	1
1_7911t50m5572_9	5723114m_9m571044		1	1
157272~1451	5723114m_9m571044		1	1
1~572716257271	5723114m_9m571044		1	1
1~1031m453720'8	5723114m_9m571044		1	1
1~1_9_919t45'8	5723114m_9m571044		1	1
1~404623157272715711	5723114m_9m571044		1	1
13115724572'83157271572	5723114m_9m571044		1	1
13145437271m04572	5723114m_9m571044		1	1
13110_9_79114389	5723114m_9m571044		1	1
17115724572'8m572389572313104	5723114m_9m571044		1	1
13108115711572457272	5723114m_9m571044		1	1
131081135724172~_9	5723114m_9m571044		1	1
13171389711713	5723114m_9m571044		1	1
1m'82m_9t~15724572	5723114m_9m571044		1	1
1m'87171134572	5723114m_9m571044		1	1
1m572389141'872_791711_9_971	5723114m_9m571044		1	1
1m572315171t3897171	5723114m_9m571044		1	1
1m1t38909_9_791153157272~	5723114m_9m571044		1	1
1m~225717153372	5723114m_9m571044		1	1
1m3104~171814572m0m_9	5723114m_9m571044		1	1
18908153311'88145721t_791	5723114m_9m571044		1	1
1m05372471	5723114m_9m571044		1	1
1m7157291071572_7911m	5723114m_9m571044		1	1
1mt_791572t34~5372	5723114m_9m571044		1	1
1mt_7911~143892572454	5723114m_9m571044		1	1
1m4072_7911	5723114m_9m571044		1	1
1m444	5723114m_9m571044		1	1
14913890971_9_9	5723114m_9m571044		1	1
14913890_90m314	5723114m_9m571044		1	1
14971572389m	5723114m_9m571044		1	1
14459t051t_7914	5723114m_9m571044		1	1
1413'88157231147215372	5723114m_9m571044		1	1
14814134t572313171	5723114m_9m571044		1	1
14814134t13171_9_9	5723114m_9m571044		1	1
14814134t71045172~	5723114m_9m571044		1	1
134389m13'8~5727114	5723114m_9m571044		1	1
14~3171_9tm_791t	5723114m_9m571044		1	1
14~_14~	5723114m_9m571044		1	1
14310811'881'81	5723114m_9m571044		1	1
14_90m34572'8572_791m711572	5723114m_9m571044		1	1
14t7108145727219044	5723114m_9m571044		1	1
14811517141t71m_9t	5723114m_9m571044		1	1
14811_915311m389720	5723114m_9m571044		1	1
10_9t81514_9	5723114m_9m571044		1	1
108113171557262	5723114m_9m571044		1	1
17157271572727171_9	5723114m_9m571044		1	1
17113157249'8'853101m	5723114m_9m571044		1	1
171141'8721721711572	5723114m_9m571044		1	1
17119717214t21m14	5723114m_9m571044		1	1
17111_9m04t71	5723114m_9m571044		1	1
1711_9_9171104	5723114m_9m571044		1	1
171047110437104	5723114m_9m571044		1	1
1_953131389m13131151	5723114m_9m571044		1	1
1_9538971	5723114m_9m571044		1	1
1_9572457262	5723114m_9m571044		1	1
1_9_791'872171815724t71	5723114m_9m571044		1	1
1_9190710319	5723114m_9m571044		1	1
1_93157271_79101'8	5723114m_9m571044			
1_93171438971171_9	5723114m_9m571044		1	1
1_9m572131'8'87	5723114m_9m571044		1	1
1_9m0~45'862m7162	5723114m_9m571044		1	1
1_90_9t572_91572'8	5723114m_9m571044		1	1
1_96271_9t57271	5723114m_9m571044		1	1
1_9_9m190431_9_9	5723114m_9m571044		1	1
1_9t57231~710572_9_9	5723114m_9m571044		1	1
1_9t_791572t457249171	5723114m_9m571044		1	1
1_9445t62157272_791	5723114m_9m571044		1	1
1t_79114~1mt0711	5723114m_9m571044		1	1
1t_9'81711915724	5723114m_9m571044		1	1
1t_9'8257272~'8571490	5723114m_9m571044		1	1
1t_9'831572m715372	5723114m_9m571044		1	1
1t_9'871572814572_791_791	5723114m_9m571044		1	1
1t_95723114389451	5723114m_9m571044		1	1
1t_957243891318143104171_9	5723114m_9m571044		1	1
1t_951572mt1814m31'83	5723114m_9m571044		1	1
1t_951717171627114721	5723114m_9m571044		1	1
1t_95157243729m_791	5723114m_9m571044		1	1
1t_91711353331t_791	5723114m_9m571044		1	1
1t_9814m72~14_m1_9_791572	5723114m_9m571044		1	1
1t_9171157245724040	5723114m_9m571044		1	1
1t_9204572t_7915724~_791572	5723114m_9m571044		1	1
1t_97115314	5723114m_9m571044		1	1
1t_9310711457231m4572	5723114m_9m571044		1	1
1t_9m57271151313145	5723114m_9m571044		1	1
1t_9m15711495372	5723114m_9m571044		1	1
1t_9m45131141_9	5723114m_9m571044		1	1
1t_9m1m15572715171	5723114m_9m571044		1	1
1t_934537240	5723114m_9m571044		1	1
1t_907118115721711_9	5723114m_9m571044		1	1
1t_962m389572'862mt572_9	5723114m_9m571044		1	1
1t_971mt_791572m57271572	5723114m_9m571044		1	1
1t_9_9'838914711_9	5723114m_9m571044		1	1
1t_9_9_791~572t	5723114m_9m571044		1	1
1t_9_9~5727114572_791_791	5723114m_9m571044		1	1
1t_9_9_9'8721721	5723114m_9m571044		1	1
1t_9_9_9915724572	5723114m_9m571044		1	1
1t_9t572_79131453145	5723114m_9m571044		1	1
1t_9t57271310711445	5723114m_9m571044		1	1
1t3372710711453372	5723114m_9m571044		1	1
1t344533371	5723114m_9m571044		1	1
181533314'8	5723114m_9m571044		1	1
1815724'862572310m57271715	5723114m_9m571044		1	1
1815724572814m72~710m	5723114m_9m571044		1	1
1810711'83472_7911311	5723114m_9m571044		1	1
145724t10090389_9	5723114m_9m571044		1	1
14_79157281072	5723114m_9m571044		1	1
171572m31714	5723114m_9m571044		1	1
1715140	5723114m_9m571044		1	1
133257291	5723114m_9m571044		1	1
2'872_7915721m814	5723114m_9m571044		1	1
2'8814718148141	5723114m_9m571044		1	1
2'8~14389_999	5723114m_9m571044		1	1
2'8m572~5729572m1572	5723114m_9m571044		1	1
2'871072'8'	5723114m_9m571044		1	1
2'8710985'3	5723114m_9m571044		1	1
2'8t_914389389	5723114m_9m571044		1	1
2'88113131	5723114m_9m571044		1	1
2533337271716245451	5723114m_9m571044		1	1
2533372333'8'8	5723114m_9m571044		1	1
253372711_931089m9	5723114m_9m571044		1	1
2533727145728157271711t1	5723114m_9m571044		1	1
2537272~~11	5723114m_9m571044		1	1
25372891145'8'8	5723114m_9m571044		1	1
25372337171'8'8814533727171	5723114m_9m571044		1	1
257272~131714'88157231311	5723114m_9m571044		1	1
257272~51'8_9572472_791138	5723114m_9m571044		1	1
257272~145571715724t	5723114m_9m571044		1	1
257272~14571_9	5723114m_9m571044		1	1
257272~131m171	5723114m_9m571044		1	1
257272~_904814t_79171	5723114m_9m571044		1	1
25727231714'83890m133	5723114m_9m571044		1	1
257272_m13'8372711	5723114m_9m571044		1	1
257272_m145'8571044	5723114m_9m571044		1	1
257272t1042	5723114m_9m571044		1	1
25729572_91t1t0814814	5723114m_9m571044		1	1
257291_791572717151	5723114m_9m571044		1	1
25729131311'891071	5723114m_9m571044		1	1
2572191431t	5723114m_9m571044		1	1
25724517125'8'8	5723114m_9m571044		1	1
25721317151571172	5723114m_9m571044		1	1
25721m45'85723131'8081171	5723114m_9m571044		1	1
25721t171572498	5723114m_9m571044		1	1
257217157231m95372	5723114m_9m571044		1	1
257231317181_9t_79114071319	5723114m_9m571044		1	1
2572m714724931	5723114m_9m571044		1	1
2572m710_957217	5723114m_9m571044		1	1
2572445t_791'889403	5723114m_9m571044		1	1
257241t_791_914625721	5723114m_9m571044		1	1
25724172'8031m0_9	5723114m_9m571044		1	1
257234721514720m0	5723114m_9m571044		1	1
25311314t_79113131	5723114m_9m571044		1	1
25727119389m3m572413	5723114m_9m571044		1	1
25727119_79157104_904	5723114m_9m571044		1	1
2572_9_791_9572472_79113'8	5723114m_9m571044		1	1
2572_9711491445	5723114m_9m571044		1	1
2572_9m141'87148	5723114m_9m571044		1	1
2572_9m144571711'8	5723114m_9m571044		1	1
2572_9m141389572713472~1	5723114m_9m571044		1	1
2572_9m141311811572_9	5723114m_9m571044		1	1
2572_9m1413131572m53372	5723114m_9m571044		1	1
2572_9m141m57271145'81	5723114m_9m571044		1	1
2572_9m141710_95372	5723114m_9m571044		1	1
2572_9m1413572m0715372	5723114m_9m571044		1	1
2572_904_9m57281153	5723114m_9m571044		1	1
2572_9_971'825723	5723114m_9m571044		1	1
2572_94m13572	5723114m_9m571044		1	1
2572_9349	5723114m_9m571044		1	1
2572m711389m57240	5723114m_9m571044		1	1
2572m711389m1814t34572m	5723114m_9m571044		1	1
2572m711389m1_7910t71141	5723114m_9m571044		1	1
2572811389913	5723114m_9m571044		1	1
25724572438945724	5723114m_9m571044		1	1
25727110457144t04	5723114m_9m571044		1	1
2572719131572715721	5723114m_9m571044		1	1
25727191517157271445	5723114m_9m571044		1	1
2572719m5727114720	5723114m_9m571044		1	1
25727157271'8913	5723114m_9m571044		1	1
2572713105_9t171	5723114m_9m571044		1	1
2572710814572~14572	5723114m_9m571044		1	1
257271_9m4972_79171	5723114m_9m571044		1	1
25727171'88117153721	5723114m_9m571044		1	1
25727171m0t53372	5723114m_9m571044		1	1
25727171_904'814	5723114m_9m571044		1	1
25727171_9t171310811	5723114m_9m571044		1	1
257271713_9'819	5723114m_9m571044		1	1
25723913171171	5723114m_9m571044		1	1
2572317151	5723114m_9m571044		1	1
25723m151'8572389	5723114m_9m571044		1	1
257233145720mtm711	5723114m_9m571044		1	1
257233718141133311'8	5723114m_9m571044		1	1
25723371_791t4	5723114m_9m571044		1	1
257233713472_791031119	5723114m_9m571044		1	1
25572715m304	5723114m_9m571044		1	1
272m5'8	5723114m_9m571044		1	1
291072_791172_791m	5723114m_9m571044		1	1
215724172172131711	5723114m_9m571044		1	1
21572431072~19	5723114m_9m571044		1	1
2191m71_9t1_m1	5723114m_9m571044		1	1
21m5728157231147215372	5723114m_9m571044		1	1
214m'3'8	5723114m_9m571044		1	1
2151537211'809	5723114m_9m571044		1	1
215157271171403572	5723114m_9m571044		1	1
214344581471199	5723114m_9m571044		1	1
2143481417171481	5723114m_9m571044		1	1
214348141713572m071572389	5723114m_9m571044		1	1
214348141713572417	5723114m_9m571044		1	1
2143438909	5723114m_9m571044		1	1
215171_91572_9572t	5723114m_9m571044		1	1
21471181~14	5723114m_9m571044		1	1
214_957231m	5723114m_9m571044		1	1
2148157240_9	5723114m_9m571044		1	1
21440t1314109	5723114m_9m571044		1	1
2104m314	5723114m_9m571044		1	1
21711m1572_791'90621	5723114m_9m571044		1	1
2171~8157244	5723114m_9m571044		1	1
2171m903131572_913894	5723114m_9m571044		1	1
271_9'87245'6	5723114m_9m571044		1	1
271_95727204_m171_9	5723114m_9m571044		1	1
271_91'871mt_791	5723114m_9m571044		1	1
271_91372''977953	5723114m_9m571044		1	1
271_913333372'8m	5723114m_9m571044		1	1
271_913723897157272451	5723114m_9m571044		1	1
271_91372t'8666'8	5723114m_9m571044		1	1
271_91372t1814572_91'8	5723114m_9m571044		1	1
271_9172m_7917249~	5723114m_9m571044		1	1
271_91~572814m	5723114m_9m571044		1	1
271_91319m_791_791	5723114m_9m571044		1	1
271_9213171	5723114m_9m571044		1	1
271_97115145	5723114m_9m571044		1	1
271m_92'8	5723114m_9m571044		1	1
271m_9710m171057	5723114m_9m571044		1	1
271m_9_9_94_791572t	5723114m_9m571044		1	1
214_9162_791m57271_m13	5723114m_9m571044		1	1
214710m1	5723114m_9m571044		1	1
2_79125471'89017171	5723114m_9m571044		1	1
2_79114m389_791317151	5723114m_9m571044		1	1
2_7911389389389389389_9	5723114m_9m571044		1	1
2_7918157231143	5723114m_9m571044		1	1
21m145729572811_9	5723114m_9m571044		1	1
21m257272~2572m7104'8	5723114m_9m571044		1	1
210m572t172	5723114m_9m571044		1	1
21711_791_79140	5723114m_9m571044		1	1
21_913131717171	5723114m_9m571044		1	1
2257272~~57237272~~	5723114m_9m571044		1	1
220_9162_791141572	5723114m_9m571044		1	1
231313890	5723114m_9m571044		1	1
23104171572	5723114m_9m571044		1	1
231m4415	5723114m_9m571044		1	1
2m4545~_9	5723114m_9m571044		1	1
2m172_79113131451'8'8	5723114m_9m571044		1	1
2m071t57231'8	5723114m_9m571044		1	1
2053157281171389134572	5723114m_9m571044		1	1
2072721m5727114	5723114m_9m571044		1	1
207213171455724~_9'8	5723114m_9m571044		1	1
2072131714_9572m171572	5723114m_9m571044		1	1
2072171'82572m	5723114m_9m571044		1	1
2072_79105721617	5723114m_9m571044		1	1
2072717171717171717171	5723114m_9m571044		1	1
20911_95313131572	5723114m_9m571044		1	1
201'8389mt517171139	5723114m_9m571044		1	1
201315572m5131572	5723114m_9m571044		1	1
201m172_791131311'8	5723114m_9m571044		1	1
20171501'3	5723114m_9m571044		1	1
20171_7911626271	5723114m_9m571044		1	1
2017162'8'8'8'8	5723114m_9m571044		1	1
20_79153157281451	5723114m_9m571044		1	1
20_79151711_9507119	5723114m_9m571044		1	1
20_7915171817	5723114m_9m571044		1	1
20~171_791_	5723114m_9m571044		1	1
20311t_791m714_791	5723114m_9m571044		1	1
204572t_79157242572m71'8'8	5723114m_9m571044		1	1
2497171713891	5723114m_9m571044		1	1
207195724'8627107215	5723114m_9m571044		1	1
207195724~31m3	5723114m_9m571044		1	1
207197141m57271_m1'8	5723114m_9m571044		1	1
20713891'8621m621496	5723114m_9m571044		1	1
20713891572315724'361	5723114m_9m571044		1	1
2071389145'86207138951	5723114m_9m571044		1	1
20_91'871572m1711376	5723114m_9m571044		1	1
20_9138957271721572'0'	5723114m_9m571044		1	1
20_913171413115724071	5723114m_9m571044		1	1
20_91m710m171014	5723114m_9m571044		1	1
20_9_79191313895729003	5723114m_9m571044		1	1
20_951_791m517171	5723114m_9m571044		1	1
20_951t71814572711	5723114m_9m571044		1	1
20_95181814	5723114m_9m571044		1	1
20_9_9_9_791572m	5723114m_9m571044		1	1
20_9_9714~172~_9	5723114m_9m571044		1	1
20_9m140t'820_91	5723114m_9m571044		1	1
20m'831141	5723114m_9m571044		1	1
20m_9_91_91389081157240	5723114m_9m571044		1	1
20717222571m5728141m1	5723114m_9m571044		1	1
20717212572317151	5723114m_9m571044		1	1
20717271_7915727104'8	5723114m_9m571044		1	1
2071014t_9	5723114m_9m571044		1	1
2071m1_98141t	5723114m_9m571044		1	1
2071711914389814715724~	5723114m_9m571044		1	1
262_7915723443	5723114m_9m571044		1	1
2711m1413271	5723114m_9m571044		1	1
2_95723195724572'8	5723114m_9m571044		1	1
2m5372410'8	5723114m_9m571044		1	1
2m5724'872_79157211433	5723114m_9m571044		1	1
2m5724_9572431997	5723114m_9m571044		1	1
2m5131572t10457290711	5723114m_9m571044		1	1
2m5131572t10431m~1	5723114m_9m571044		1	1
2m17217157271'8'8	5723114m_9m571044		1	1
2m1727157271720mtm711	5723114m_9m571044		1	1
2m2m545455724_9	5723114m_9m571044		1	1
2m2m3108171710m43	5723114m_9m571044		1	1
2m71153724724	5723114m_9m571044		1	1
2m711572m57272143893171'8	5723114m_9m571044		1	1
2m7117191811_9104	5723114m_9m571044		1	1
2m7145t'8572_96217171	5723114m_9m571044		1	1
2896214711~1257233	5723114m_9m571044		1	1
2m341t_7911389711572t	5723114m_9m571044		1	1
2m_9_9_9_9t257233	5723114m_9m571044		1	1
2m_9t'853	5723114m_9m571044		1	1
2m_9t'852254389271_971	5723114m_9m571044		1	1
2m_9t'8~181151	5723114m_9m571044		1	1
2m_9t5153171_919'8	5723114m_9m571044		1	1
2m_9t72m71715104	5723114m_9m571044		1	1
2m_9t1721971_79104	5723114m_9m571044		1	1
2m_9t172190t389081	5723114m_9m571044		1	1
2m_9t172451'8'8	5723114m_9m571044		1	1
2m_9t172181431072~572	5723114m_9m571044		1	1
2m_9t1497114'897	5723114m_9m571044		1	1
2m_9t14150451	5723114m_9m571044		1	1
2m_9t1445'8	5723114m_9m571044		1	1
2m_9t2m71454545	5723114m_9m571044		1	1
2m_9tm572715225t3131	5723114m_9m571044		1	1
2m_9t453153810389m1	5723114m_9m571044		1	1
2m_9t3141_m572	5723114m_9m571044		1	1
281713891_791	5723114m_9m571044		1	1
2451714	5723114m_9m571044		1	1
2351t	5723114m_9m571044		1	1
~'851572mt71814m3131	5723114m_9m571044		1	1
~'80~15	5723114m_9m571044		1	1
~0031m0m	5723114m_9m571044		1	1
~10_9_m572711625724t51	5723114m_9m571044		1	1
~471991	5723114m_9m571044		1	1
~53372711471621403572	5723114m_9m571044		1	1
~5372621621	5723114m_9m571044		1	1
~537271'872_7915728113	5723114m_9m571044		1	1
~57297171m	5723114m_9m571044		1	1
~572138957271311204	5723114m_9m571044		1	1
~5721715723108171710m	5723114m_9m571044		1	1
~572_7917145515372	5723114m_9m571044		1	1
~572172711481131311	5723114m_9m571044		1	1
~57213125389_791'840	5723114m_9m571044		1	1
~5721t317151m14t3	5723114m_9m571044		1	1
~572~m25726214914389	5723114m_9m571044		1	1
~5723157271717171717171	5723114m_9m571044		1	1
~572314531_9t45371	5723114m_9m571044		1	1
~572711'8~m_9_79114389t04	5723114m_9m571044		1	1
~572m5'8'8'8'8	5723114m_9m571044		1	1
~572m17104557214	5723114m_9m571044		1	1
~5727114'8'8716	5723114m_9m571044		1	1
~5727114'857245727157299	5723114m_9m571044		1	1
~57271143897102572_9_9	5723114m_9m571044		1	1
~57271134_97249314	5723114m_9m571044		1	1
~57271134t313199	5723114m_9m571044		1	1
~57271144m5727151'8	5723114m_9m571044		1	1
~5727131572'841t_791572~57271	5723114m_9m571044		1	1
~57271315372_9tm9131310'8	5723114m_9m571044		1	1
~57271315727109711389m13~	5723114m_9m571044		1	1
~5727131572_9_79115724_9'8'8	5723114m_9m571044		1	1
~5727131315729131t0710	5723114m_9m571044		1	1
~572t37272~572t	5723114m_9m571044		1	1
~572t1m51713893897114	5723114m_9m571044		1	1
~572t38953711	5723114m_9m571044		1	1
~572t_7917171431414t04	5723114m_9m571044		1	1
~572t_7917157231814572710'8	5723114m_9m571044		1	1
~572t_7917171''19	5723114m_9m571044		1	1
~572t62_791572m'8	5723114m_9m571044		1	1
~572t71145372m5727151'8	5723114m_9m571044		1	1
~572t7114572t141	5723114m_9m571044		1	1
~5727262471	5723114m_9m571044		1	1
