Source	Target	@mention	Retweet	Weight
71141'881431'81	8'8'8'8'820_9451		1	1
_7911315727171'8071t130	8'8'8'8372m13106257213		1	1
8'87271044m1_m454'8	8'8'8571155371		1	1
857249711	8'8'8571155371		1	1
838971313144	8'8'8571155371		1	1
82572~~717171	8'8'8571155371		1	1
8~913331451	8'8'8571155371		1	1
8457114953372	8'8'8571155371		1	1
535372t_9	8'8'8571155371		1	1
572_9_9_97157231125724971572'8	8'8'8571155371		1	1
5727171081572471_9572	8'8'8571155371		1	1
571149537271572721711	8'8'8571155371		1	1
9717271162t1817131m389	8'8'8571155371		1	1
9157245727193893'8	8'8'8571155371		1	1
814m72~~14'8314549	8'8'8571155371		1	1
25727157271'8913	8'8'8571155371		1	1
244348144571'8	8'8'8571155371		1	1
~15119717171317151	8'8'8571155371		1	1
~1m54905	8'8'8571155371		1	1
31572m7113138971572m31171	8'8'8571155371		1	1
711720m04_9t171	8'8'8571155371		1	1
715721m10814814172157231	8'8'8571155371		1	1
t1572715723171517157271	8'8'8571155371		1	1
t49t_9145'8'8'8	8'8'8571155371		1	1
72_79157272'80315728148	8'8'8971'8'8'8		1	1
1'83'81'8~'81'81'831'8814	8'8'8971'8'8'8		1	1
62145371m_791'8'1	8'8'8971'8'8'8		1	1
t_7911'871157231'8~57213171	8'8'8145724	1		1
1_95721572_791362t14389	8'8'8389155_9	1		1
8'8'8~14389~572m	8'8'8_951717157231134		1	1
8'8'8310719~404_9	8'8'8_951717157231134		1	1
8_79113131m_9t1721	8'8'8_951717157231134		1	1
8t572m57271572m5724344389	8'8'8_951717157231134		1	1
57145371'8572715131	8'8'8_951717157231134		1	1
57149~'85113	8'8'8_951717157231134		1	1
72_79157271714531157272_7919	8'8'8_951717157231134		1	1
9572'8t41389389_9t171	8'8'8_951717157231134		1	1
957212_791572_9	8'8'8_951717157231134		1	1
m572711531572'8257241	8'8'8_951717157231134		1	1
34_m1431572627117271'8	8'8'8_951717157231134		1	1
_m5315372'8	8'8'8_951717157231134		1	1
71171572_791300	8'8'8_951717157231134		1	1
710715723116257214_9	8'8'8_951717157231134		1	1
4_79101_7911497114	8'8'8_951717157231134		1	1
8'8'831572971915724	8'8'8t_7911~14389'8'8'8	1		1
_7911315727171'8415	8'8572m51713		1	1
147144389	8'8572_91572m0457245		1	1
_97194713897157271	8'8572_91572m0457245			
4m723715m72371'8	8'85571471_9572		1	1
_9t14389715727172_79113131	8'85571471_9572		1	1
8~193145~'8	8'89t_79116271711914t		1	1
m3571044_9_791m389572_791	8'89mt72_791	1		1
572710m572710_957290	8'82'857272~m5724		1	1
1m131718141471'7	8'82'857272~m5724		1	1
22715728114572t1045'	8'82'857272~m5724		1	1
_915m13572'8	8'825727104721		1	1
_91572_931572m	8'825727104721		1	1
4_7911t51'872_7915724	8'825727104721		1	1
621451572715171	8'831'8m'872'871		1	1
t_791t38917131'8572m5171	8'8m4'	3		3
71m0_97110	8'862572138913145		1	1
m57271457231071972_79157272_791572	8'871172_791_7910m51t71171	1		1
9m57271t1'8_7911315727171	8'8_9m457299311		1	1
~1438931572_9_791572451	8'8815724t1'8'8		1	1
t715726262572414t94971	8'8815724t1'8'8		1	1
84040945'8	8'84149133311		1	1
572315724572723157271572'8'8	8'84149133311		1	1
5724572'8'850	8'84149133311		1	1
51t72_791'81m50_9_9	8'84149133311		1	1
727114t04'8m04t5724572	8'84149133311		1	1
9572m44131972_7911319	8'84149133311		1	1
95728119071413131	8'84149133311		1	1
9172~49972_7911711	8'84149133311		1	1
2572_9_9'831572_9_7915721	8'84149133311		1	1
20m5727171572'8	8'84149133311		1	1
2081147204557249572_9_9	8'84149133311		1	1
m71m57243m5727172m_9	8'84149133311		1	1
0_7911m72_7911	8'84149133311		1	1
071138914572313472~717171	8'84149133311		1	1
71572t19572389'8'8	8'84149133311		1	1
t_7911'87115723172_791711_972	8'84149133311		1	1
t_791171157231'855729572_9_9	8'84149133311		1	1
t7171t7113131572	8'84149133311		1	1
71572'85071714'	8'84149133311		1	1
357271711m_791_791'8	8'84149133311		1	1
981531572_791971572m408	8'8389~4571		1	1
31572'8_917114572'81	8'8389~4571		1	1
m13171715724814	8'8389~4571		1	1
m171572495727244	8'8389~4571		1	1
_7911315727171'8720_9t572'8	818157238953m490	1	1	
3108119711572m71181118	8537271_791_9572t		1	1
_m454_m457190m	85728147109131572~	1		1
_9_79113108171720m71t471	85723157234'8'8	1		1
2572_791310468	85723171_9_953711_9140	1		1
~1914t_7911413131'8	8572m57249572257272~_904		1	1
m131_9157272_79145~14_9	8572m5171m3145		1	1
m57271t1495372372t	857245721_9372t		1	1
m3'8~572451	857249711572257271'8		1	1
71m4389_7915723131151717171	857249711572257271'8		1	1
5395723171_79198440039	857234m572315729810372t1		1	1
5724389131071172_79157271910	857234m572315729810372t1		1	1
225314540457271t	857234m572315729810372t1		1	1
257772100	857234m572315729810372t1		1	1
m1_9t71814171389m_904	857234m572315729810372t1		1	1
0317145722'009	857234m572315729810372t1		1	1
624m6'	857234m572315729810372t1		1	1
_9_791572m1049131t572	857234m572315729810372t1		1	1
_50'85724572	857234t_7911389711572t'8		1	1
_9_791572t5727118115724	857234t_7911389711572t'8		1	1
5371_91717157240	85720315723418		1	1
~151191_9m1t_791	8572_9153723145		1	1
_981m34'8'8'8	8572_9153723145		1	1
_7915724620315724	8572_91572_791m5721		1	1
14951'8_9m4_9_791141	8572_91572_791m5721		1	1
2m_9t3723131m1'8720311	8572_91572_791m5721		1	1
31572t04715727105171t_9	8572_91572_791m5721		1	1
711811'814'8720472171t	8572_91572_791m5721		1	1
81572491711~'8	8572_91572_791m5721		1	1
710'8_9071'8572389	8572_91572_791m5721		1	1
_791131310'8389537171	8572_9t71199	1		1
9157240~m4_9	8553572'8_	1		1
1711722020	8553572'8_		1	1
9572471_987	85537171m57271t14	1		1
3723171453721t31714	85572315722131		1	1
204572'844	85572m5171104		1	1
2m389091'845727157242572	85572m5171104		1	1
3114t572_93145371	85572m5171104		1	1
34453372'8t711_9t1	85572m5171104		1	1
~5727114m_791_791_791	85572718145071		1	1
m572711_953372389'8	8555714545	1		1
~1m2m3171m	85131311'8m57271145		1	1
7231572m9153372m1~572	8514251814191811t572		1	1
914917171145723727114	8514251814191811t572		1	1
13171'8m14~0	8514251814191811t572		1	1
389107138915372m572t001	8514251814191811t572		1	1
14459345723131_791m389	8514251814191811t572		1	1
710_9_91814191711720''	8514251814191811t572		1	1
0_7911t_9971_9t1471	8513895071m172_791572131		1	1
8141'872_79113131105572m572	853157217114		1	1
t_79118145131981457272t071	853157217114		1	1
814572t225_9t_791192	8534720311		1	1
38931572_9_9t5331138917131'8	8549710m4_7910711	1		1
25m71721572389572'3	857113890		1	1
9071157247271151	85m81481471m57271_9	1		1
106'847118141	837271572m13138917131	1		1
_7911315727171_945724~414_9	87213115414_9814459'8	1		1
~5727114'85m31m171	8728142'8	1		1
57249711'81~	872_791131_915729134_945		1	1
5315724372m172_7911313145	872_791131_915729134_945		1	1
5m997181471m95331072~	872_791131_915729134_945		1	1
45134m_9533722	872_791131_915729134_945		1	1
1t_9711m1~533372	872_791131_915729134_945		1	1
2m1721m572491m721	872_791131_915729134_945		1	1
71m438953m9_791531'8	872_791131_915729134_945		1	1
m71571044'1	872_791131_93472_791131311		1	1
t_791171157231m57249143890	872_791131_93472_791131311		1	1
t517153372'8972	872_791131_93472_791131311		1	1
2m5724m5727193047365	872_791711471		1	1
_7911315727171'8_94814~	83151572903131	1		1
572m_9t14'8_96257271~_94	8720553171	1		1
1t_9'8t717113	8720372141'837281157271		1	1
45727197105181431572171	895723413131197	1		1
40572_791'84131_90431	8957271533724572		1	1
9157245724459_953572t_791	890~m1721'8		1	1
1_9_7911315711	890mt_7911372~		1	1
_7911626271310tm_9	89711313153372		1	1
57149~3171471_	897114'8m7272071'8	1		1
724931_79157249_972_79131mt1	897114'8m7272071'8		1	1
17171172t1717171	897114'8m7272071'8		1	1
814714531572472171177	897114'8m7272071'8		1	1
_7918962_7917117150_791m4	897114'8m7272071'8		1	1
2814310'81976	897114'8m7272071'8		1	1
2624131310m389_791571	897114'8m7272071'8		1	1
1m1317150m9710t	89713162172~31113	1		1
8_957271572_7911_9m5727113	81''572		1	1
871721~~17271	81''572		1	1
5728147104572mt'8	81''572		1	1
571715724'813''	81''572		1	1
7271717171_9_933723131'8	81''572		1	1
7157289'8572	81''572		1	1
8147119m72_791572257271	81''572		1	1
2171mt_79118113895724	81''572		1	1
2m_9t~172149711	81''572		1	1
~'8'895724389389389	81''572		1	1
~m4_9t311710m572	81''572		1	1
31147171181572_9_9	81''572		1	1
m00431494	81''572		1	1
m572t72_7915727131171	81''572		1	1
m1389_791t71'8m57271157245372	81''572		1	1
0_791_791_79117157272~71	81''572		1	1
_91m62311727171_9t537231	81''572		1	1
_9m72~1t571572_791	81''572		1	1
t1471m1389_791t7138913891	81''572		1	1
8.157231+26	81''572		1	1
8'8'8'87262m572	822531454t17157290		1	1
8'8'8'8389711	822531454t17157290		1	1
8'8'889481	822531454t17157290		1	1
8'8'83472031450	822531454t17157290		1	1
8'8572720_9t572814572	822531454t17157290		1	1
8'872389719m	822531454t17157290		1	1
8'8957234131572t0710	822531454t17157290		1	1
8'8131451	822531454t17157290		1	1
8'8389'840	822531454t17157290		1	1
8'83891710	822531454t17157290		1	1
8'8389m71_9	822531454t17157290		1	1
8'8m13114913'8'8	822531454t17157290		1	1
8'8m38944	822531454t17157290		1	1
8'8m13157204	822531454t17157290		1	1
8'8m8171720_9	822531454t17157290		1	1
8'86257231m1710	822531454t17157290		1	1
8'8372t15724572	822531454t17157290		1	1
8'881m389	822531454t17157290		1	1
857299814098	822531454t17157290		1	1
8572131572t5724'8	822531454t17157290		1	1
85723114572491717271981_9	822531454t17157290		1	1
857245723494	822531454t17157290		1	1
8572_9498141572'8	822531454t17157290		1	1
8723895'8	822531454t17157290		1	1
87203104'0	822531454t17157290		1	1
8_79157271917113	822531454t17157290		1	1
8_79144572t572	822531454t17157290		1	1
82m7171_95333372	822531454t17157290		1	1
8~5372491'8	822531454t17157290		1	1
8~172710	822531454t17157290		1	1
8~_97171'8	822531454t17157290		1	1
8711531416	822531454t17157290		1	1
8m5727115729310m71971'8	822531454t17157290		1	1
8m572715131572m572711	822531454t17157290		1	1
8m572819'8'8	822531454t17157290		1	1
8453721_9_7915723171	822531454t17157290		1	1
84572_9_7917145531'8	822531454t17157290		1	1
84572t_791572714520_7915724	822531454t17157290		1	1
84171_791	822531454t17157290		1	1
8347203131101	822531454t17157290		1	1
8625372m31572_908141572	822531454t17157290		1	1
8625720315723472031'8	822531454t17157290		1	1
8628195724	822531454t17157290		1	1
871572m7213	822531454t17157290		1	1
871157231'8t0471'8	822531454t17157290		1	1
8_9162171910'8	822531454t17157290		1	1
8_9_791m5722	822531454t17157290		1	1
8_91413157271572m0	822531454t17157290		1	1
8_9272_	822531454t17157290		1	1
8t81317171'8	822531454t17157290		1	1
8472389_791472	822531454t17157290		1	1
8711572m71m	822531454t17157290		1	1
331m1_9193895727190	822531454t17157290		1	1
47705723114	822531454t17157290		1	1
6'8_7911811572	822531454t17157290		1	1
9637271310_95724t0340	822531454t17157290		1	1
99662572m7114572	822531454t17157290		1	1
5395131715	822531454t17157290		1	1
57272'8_931498	822531454t17157290		1	1
5.729571+16	822531454t17157290		1	1
57297115724533m713890_9	822531454t17157290		1	1
5723157234717271m3	822531454t17157290		1	1
57231572471_957249140'817	822531454t17157290		1	1
572311'8_9m5721	822531454t17157290		1	1
57231172_917171572	822531454t17157290		1	1
5723145572m0710_97	822531454t17157290		1	1
57231452710003	822531454t17157290		1	1
5723114572'8m5727151'8	822531454t17157290		1	1
572311471093_957213	822531454t17157290		1	1
57231711'8_9m5727	822531454t17157290		1	1
57231m572490957281195	822531454t17157290		1	1
572310_79153724572~572711572	822531454t17157290		1	1
5723104971572_79134720311	822531454t17157290		1	1
572m57249572_908141572'816	822531454t17157290		1	1
572m172_791131311'8m1493	822531454t17157290		1	1
57249711015'5	822531454t17157290		1	1
5724971711317110t	822531454t17157290		1	1
57243891711372t17157290'8	822531454t17157290		1	1
572438917125372713890m13	822531454t17157290		1	1
572438913171181171572'8'8'8'8	822531454t17157290		1	1
572438913171_9~157271572	822531454t17157290		1	1
5724389145'8_9389	822531454t17157290		1	1
5724t_791047163'4	822531454t17157290		1	1
57271504572017	822531454t17157290		1	1
572711572915723'8	822531454t17157290		1	1
5727115724572m1172_791131311	822531454t17157290		1	1
572711715395131	822531454t17157290		1	1
572_9_79131057231m71t1372	822531454t17157290		1	1
572m389m_9tm_9'5'011	822531454t17157290		1	1
572815711717171'8'8	822531454t17157290		1	1
551717110_906	822531454t17157290		1	1
51t371m817151	822531454t17157290		1	1
5181171'8_7919133	822531454t17157290		1	1
5157243372625720315372	822531454t17157290		1	1
53157272~_9_7914562313131	822531454t17157290		1	1
504_7910m1572'8'8	822531454t17157290		1	1
507138971372815171	822531454t17157290		1	1
5071711710_94	822531454t17157290		1	1
571715724710_95729490	822531454t17157290		1	1
58972_791572~57231572~5723	822531454t17157290		1	1
5715724372m57271151	822531454t17157290		1	1
372m131572'81500	822531454t17157290		1	1
372713157299'	822531454t17157290		1	1
372713157262572m9	822531454t17157290		1	1
3727171172_7910'8	822531454t17157290		1	1
372711t572457231572337240	822531454t17157290		1	1
721497172149514t1	822531454t17157290		1	1
72315727181_9572'8	822531454t17157290		1	1
7231572_9172m	822531454t17157290		1	1
7231572m9157262m71'8	822531454t17157290		1	1
720310m511'8	822531454t17157290		1	1
720313447111_m1	822531454t17157290		1	1
72715372_9t572	822531454t17157290		1	1
72711_9'8m5724m4531	822531454t17157290		1	1
72711_9t157243171572417	822531454t17157290		1	1
72711_94389m	822531454t17157290		1	1
7271813814	822531454t17157290		1	1
72815723116217113	822531454t17157290		1	1
95723891071389117	822531454t17157290		1	1
957271153157231	822531454t17157290		1	1
9572711313171_9'8'9	822531454t17157290		1	1
9131m572710416	822531454t17157290		1	1
97119131710_95727110	822531454t17157290		1	1
95138907118117153723	822531454t17157290		1	1
90481419171172720	822531454t17157290		1	1
90715372'8m071140	822531454t17157290		1	1
9m31721'857231m572'8	822531454t17157290		1	1
98134389171572m9	822531454t17157290		1	1
172389_9'8'8	822531454t17157290		1	1
193895727119389572711'3'3	822531454t17157290		1	1
19m572719020131'8	822531454t17157290		1	1
1311315724'8	822531454t17157290		1	1
1m62_791713	822531454t17157290		1	1
13419513108	822531454t17157290		1	1
14711_m127'9	822531454t17157290		1	1
17117220_9m131	822531454t17157290		1	1
1t0m_9_91t	822531454t17157290		1	1
81453157241315372	822531454t17157290		1	1
8145315724m566	822531454t17157290		1	1
81418145726'6	822531454t17157290		1	1
8141711471m13114913	822531454t17157290		1	1
8140711814571'87149m4389	822531454t17157290		1	1
8147119'8t572m57271572	822531454t17157290		1	1
8147118144	822531454t17157290		1	1
3895351'8'3	822531454t17157290		1	1
38953715131572'8710_m1	822531454t17157290		1	1
3895371513157262m_791	822531454t17157290		1	1
3895371'871181171572015	822531454t17157290		1	1
3895723157271353723104971572	822531454t17157290		1	1
38957231815727113710_95727111	822531454t17157290		1	1
38913131715724389131317157241	822531454t17157290		1	1
38910514389072_7911572	822531454t17157290		1	1
389162_971_9m131	822531454t17157290		1	1
389m572917157209	822531454t17157290		1	1
389043572311372_79157272_7917171	822531454t17157290		1	1
389043311372157271572	822531454t17157290		1	1
_791572m131~5727199	822531454t17157290		1	1
_79172t07138953715131'86	822531454t17157290		1	1
_791172m572_791172m5727171	822531454t17157290		1	1
_7911m5724m131311'3	822531454t17157290		1	1
_7911389_791_791_95724t1	822531454t17157290		1	1
_7910t1491721m5171	822531454t17157290		1	1
_79172'814913890	822531454t17157290		1	1
157271389'8	822531454t17157290		1	1
13115724572~1572341	822531454t17157290		1	1
1_95372m5727114514	822531454t17157290		1	1
1t_950t310~	822531454t17157290		1	1
1t4572m572715116	822531454t17157290		1	1
2'8071t45389572	822531454t17157290		1	1
25729171181171572	822531454t17157290		1	1
25721_95727117171	822531454t17157290		1	1
257271171_791~71'8	822531454t17157290		1	1
25724131317115'8	822531454t17157290		1	1
257271197118117157299	822531454t17157290		1	1
2572717217113071031572	822531454t17157290		1	1
215723472~1m	822531454t17157290		1	1
21572431'8'8	822531454t17157290		1	1
2181481471171'995	822531454t17157290		1	1
21711m71'81_9572717	822531454t17157290		1	1
2053729572717171181171572	822531454t17157290		1	1
201315724971103	822531454t17157290		1	1
20131720_9m15635	822531454t17157290		1	1
204572t_7915372435	822531454t17157290		1	1
20713891710_9572'61	822531454t17157290		1	1
2071t13933	822531454t17157290		1	1
20_91'838953715131'3'8	822531454t17157290		1	1
20_91814t0340	822531454t17157290		1	1
271572'379	822531454t17157290		1	1
2710_9572711008	822531454t17157290		1	1
2m7115331572814	822531454t17157290		1	1
2m_9t1_95724t157238949	822531454t17157290		1	1
281462_9_9_9	822531454t17157290		1	1
2818134721	822531454t17157290		1	1
2444371	822531454t17157290		1	1
~572m1389'8	822531454t17157290		1	1
~572711457240813171	822531454t17157290		1	1
~5727131572_791171710m5724	822531454t17157290		1	1
~57271717171_9172	822531454t17157290		1	1
~572t111143	822531454t17157290		1	1
~572t1711572_791t	822531454t17157290		1	1
~1572_971'818	822531454t17157290		1	1
~22572_79157271310721'8	822531454t17157290		1	1
~1~22571157234'	822531454t17157290		1	1
~1t_9711'15	822531454t17157290		1	1
~145724_9m5727113	822531454t17157290		1	1
~15727157271_7911	822531454t17157290		1	1
~28117214t1	822531454t17157290		1	1
~711313'8	822531454t17157290		1	1
~310~0'81711	822531454t17157290		1	1
~7171_9t57231'85311721	822531454t17157290		1	1
~7157271257171	822531454t17157290		1	1
31572971m1711971_91	822531454t17157290		1	1
315723895727157230	822531454t17157290		1	1
31572131572m5723891721	822531454t17157290		1	1
31572t1438914711_9	822531454t17157290		1	1
31572m71572~7171_9t57231	822531454t17157290		1	1
3157171'814	822531454t17157290		1	1
319m7272''	822531454t17157290		1	1
31157104'88147157247211_9	822531454t17157290		1	1
31455724~57271145372	822531454t17157290		1	1
3125531'8	822531454t17157290		1	1
31171_9572'8625720315720'9	822531454t17157290		1	1
7110'85727157231572	822531454t17157290		1	1
71171071'871572815171	822531454t17157290		1	1
7171m5727151'829513	822531454t17157290		1	1
7113m5727171m043891	822531454t17157290		1	1
71133519157241'8'8	822531454t17157290		1	1
31572'851572_9t	822531454t17157290		1	1
31m7215723418171_9	822531454t17157290		1	1
31m1_95m713890_91964	822531454t17157290		1	1
31m1_9481'8'8	822531454t17157290		1	1
m572971131055372	822531454t17157290		1	1
m572131715724389171172~	822531454t17157290		1	1
m5721_934t5724389131	822531454t17157290		1	1
m5724907103195724	822531454t17157290		1	1
m5724m372_95724081572	822531454t17157290		1	1
m57271572710m1m	822531454t17157290		1	1
m572711572438917113'8'8	822531454t17157290		1	1
m5727151315729'8	822531454t17157290		1	1
m572717157231145721'	822531454t17157290		1	1
m1711389171315	822531454t17157290		1	1
m15723118113113	822531454t17157290		1	1
m131572445710_9_91	822531454t17157290		1	1
m131572438917171m	822531454t17157290		1	1
m131134t'8_95727171531	822531454t17157290		1	1
m043891~1318114	822531454t17157290		1	1
m494711389_791t814531	822531454t17157290		1	1
m71'8712591'08	822531454t17157290		1	1
m715572_9_9'8'8	822531454t17157290		1	1
89_9572m19m_9572'8	822531454t17157290		1	1
4'857243891711728	822531454t17157290		1	1
4572_79117131'	822531454t17157290		1	1
45721_9_791m	822531454t17157290		1	1
45721_9_791~572'3	822531454t17157290		1	1
4572_9_7915723171m04t572_9	822531454t17157290		1	1
4572t57271157281417117215726	822531454t17157290		1	1
4572t5727115721_953131'8'8	822531454t17157290		1	1
4572t5727114''	822531454t17157290		1	1
4572t_7915727145720310453	822531454t17157290		1	1
4572tm3171	822531454t17157290		1	1
457271_9_791572'000	822531454t17157290		1	1
43727107125457213	822531454t17157290		1	1
413897104_90312531	822531454t17157290		1	1
413171153114	822531454t17157290		1	1
413171'88157272~171	822531454t17157290		1	1
41m1947	822531454t17157290		1	1
34726311	822531454t17157290		1	1
34720311m3890'4	822531454t17157290		1	1
3472031162572031	822531454t17157290		1	1
341720314531451	822531454t17157290		1	1
34_9_9572915723572711572_9	822531454t17157290		1	1
481_9_7918131'840	822531454t17157290		1	1
4717203195727113	822531454t17157290		1	1
4717140'8	822531454t17157290		1	1
4338971'8	822531454t17157290		1	1
031572_991572m071	822531454t17157290		1	1
0m'8m71'1	822531454t17157290		1	1
071t13195727113	822531454t17157290		1	1
0t710971572_79103890	822531454t17157290		1	1
6257291313157213'7	822531454t17157290		1	1
6257238957241318114	822531454t17157290		1	1
62572031572'8_90_9t711	822531454t17157290		1	1
62572031572814572811031572'8	822531454t17157290		1	1
625720711t5723103157218	822531454t17157290		1	1
625720811313157281457241'8	822531454t17157290		1	1
62572t7117215723418171_9	822531454t17157290		1	1
6.257291+14	822531454t17157290		1	1
6219710m02137213	822531454t17157290		1	1
621457234720311'1	822531454t17157290		1	1
6217113625720'8	822531454t17157290		1	1
6213357272043728141	822531454t17157290		1	1
622m91t_791'4	822531454t17157290		1	1
62471'84	822531454t17157290		1	1
6271147271_9172t1	822531454t17157290		1	1
71572814572_791m31~7	822531454t17157290		1	1
715721_972_79153372	822531454t17157290		1	1
715723181471135131	822531454t17157290		1	1
7114389'8620621'3	822531454t17157290		1	1
711tm0_m16271572	822531454t17157290		1	1
7118117153724389131010	822531454t17157290		1	1
71713111	822531454t17157290		1	1
7105171t'87118117157209	822531454t17157290		1	1
7105171t49'8720720	822531454t17157290		1	1
7107217171m5727151	822531454t17157290		1	1
710m5727171_945728157271710	822531454t17157290		1	1
710_95721m138971572721572	822531454t17157290		1	1
710_9t71131t1717115311	822531454t17157290		1	1
7104531572_7911711915721	822531454t17157290		1	1
71m13_91553727	822531454t17157290	1	1	
71mt_791m5721711m	822531454t17157290		1	1
717171_9'4	822531454t17157290		1	1
_95724t157238902572499	822531454t17157290		1	1
_915572m715372	822531454t17157290		1	1
_915572_9t157241m131'8	822531454t17157290		1	1
_9_791572~5171	822531454t17157290		1	1
_9_791572~11'4	822531454t17157290		1	1
_9_79157231715311'8	822531454t17157290		1	1
_9_791572m013	822531454t17157290		1	1
_9_791572711m57271'8_97171	822531454t17157290		1	1
_9_7918141m'8	822531454t17157290		1	1
_9131811572095723171_914	822531454t17157290		1	1
_9~851m51	822531454t17157290		1	1
_9071'851t0	822531454t17157290		1	1
_9m3125~81	822531454t17157290		1	1
t572_9t7171389057114	822531454t17157290		1	1
t_791572711537281417171171	822531454t17157290		1	1
t1t08917157249572	822531454t17157290		1	1
t71m1171572711	822531454t17157290		1	1
m511389711t04	822531454t17157290		1	1
81572311711572m572715114	822531454t17157290		1	1
811720315171389	822531454t17157290		1	1
81138957231m1_9'8'8'8	822531454t17157290		1	1
811531717113'8'3	822531454t17157290		1	1
81172t071'871572711t572_9	822531454t17157290		1	1
81172t0711572621419572'8	822531454t17157290		1	1
811172t071115720510	822531454t17157290		1	1
811131315723104572	822531454t17157290		1	1
81171389134572'8m8171t14	822531454t17157290		1	1
813104'897181	822531454t17157290		1	1
813171m57271514	822531454t17157290		1	1
8130172031	822531454t17157290		1	1
4131417171_971	822531454t17157290		1	1
4m07230	822531454t17157290		1	1
449~51m572477	822531454t17157290		1	1
4'8957271~471_9'8	822531454t17157290		1	1
4814t0_9	822531454t17157290		1	1
71'8m'8389'8'8	822531454t17157290		1	1
71572'8389723'	822531454t17157290		1	1
715721457238953715131572	822531454t17157290		1	1
71572m171131317172m31572	822531454t17157290		1	1
71572m1'88141389m1710572	822531454t17157290		1	1
71572m157243891711372'	822531454t17157290		1	1
71572m1t5720895	822531454t17157290		1	1
71572m_971m	822531454t17157290		1	1
71071t13710	822531454t17157290		1	1
71081513171_9	822531454t17157290		1	1
7181711_9m8171	822531454t17157290		1	1
3572m5715724572'83895371	822531454t17157290		1	1
711t814572415	813138914389171'8	1		1
722257119_791531	817113531t_791m57271	1		1
_791131917171_95372	81430m57272		1	1
2013157210908	8171133		1	1
57271m45371t_7910572	81t_7911062157243890319	1		1
t_791572t_9_90t034	81t_7911062157243890319		1	1
5572717110_970'	8814'8_9'8'8		1	1
m57231'8533372~	8814'8_9'8'8		1	1
549t71_914_9572t104	8814131t_79171m724572_9t71		1	1
8572_99814389_791	88148172~571572_791	1		1
6217114057145	83891713157231141_9		1	1
8711720'1	8389711572t471_9_9		1	1
724931_9t07171'8'8_79101	8389711572t471_9_9		1	1
8389414_9t5727271	8389414_9t5727271	1		1
~572t_791131454_791572471	8_7915372~1313153372		1	1
72710814t7113572t104	8_7915723489_9t572814572		1	1
90457231938957272	8_7915723489_9t572814572		1	1
~14389_9t04'881	8_7915723489_9t572814572		1	1
7105171t41481451319'	8_7915723489_9t572814572		1	1
4131_9_7919131315071	8_7915723489_9t572814572		1	1
572_95726281172~1	8_7911497145		1	1
81453_971m34	8_7911497145		1	1
t_7911_791531572_7913157272171	8_7911497145		1	1
t71715372311457249711572'8	8_7911497145		1	1
5724389131572'8_934t_957271	81572m25727169		1	1
310711453572715722572_9'8	81572m25727169		1	1
_9572_9_971_94157271438914	81m_9t13131513897119'8		1	1
627109571_91m_9	81m710389715724962572		1	1
~318141'9	81481407115711	1		1
831m72~71315729715m389	81t_9571572t	1		1
1_791572t191471_7915372	81t_9~1531t72_791		1	1
~620443	82572_99389572814		1	1
0_7913149~1t_9~5723153372	82572_99389572814		1	1
t17149906245	82572_99389572814		1	1
9157245728140719572713	82572431389572		1	1
_90814513371171572	82572431389572		1	1
81'8572m13	82572431389572		1	1
71~_9_791162m572t1	825723381		1	1
4045m11'8'8	825157271		1	1
_957271m572311~1171	8215724720m1'8	1		1
_7911315727171'88140t_90	821814814140m		1	1
55718157271389572_9	8271_913722m_9t141	1		1
_7911315727171'88140t_90	82020''8		1	1
8571157291	8207195724_9m389389_9		1	1
8t_791108148141721572318145	8207195724_9m389389_9		1	1
5711572m071'8'8	8207195724_9m389389_9		1	1
5m~~711_9m714572m1	8207195724_9m389389_9		1	1
389715724962572201'8	8207195724_9m389389_9		1	1
14_791572311957211	8207195724_9m389389_9		1	1
1t_9'834'8	8207195724_9m389389_9		1	1
~181'87157272~19m62	8207195724_9m389389_9		1	1
~14389_9_7918144t711721'8	8207195724_9m389389_9		1	1
~14389tm72904	8207195724_9m389389_9		1	1
711315318172~38917131'8	8207195724_9m389389_9		1	1
m5727172m_9720620'8	8207195724_9m389389_9		1	1
62157272072~_98143171	8207195724_9m389389_9		1	1
_9t57271t71m1'8~_791572711	8207195724_9m389389_9		1	1
711621m35721	8207195724_9m389389_9		1	1
_791347155729389171'814	82071957244_7911t1		1	1
t_791171157231151714572719	82071957244_7911t1		1	1
40t711572313171372318114	8262m71~'8		1	1
371t713572721	8271099			
531m1'8~1t14	82m151	1		1
38953571t_79171~162t172	82m5724903131572_9		1	1
38931071153372'869	82m5724903131572_9		1	1
5724914071m_9	82m172171m17211'		1	1
220471815	82m172171m17211'		1	1
81181114t5	8~5372t25	1		1
71172051418141t3	8~5721572413131	1		1
_7911315727171'8_94814~	8~4545724710514_904		1	1
131143441993	8~199099'8		1	1
37262t57214'897171	8~1438962_791572710572_791			
8140_9t1715389572t_9571	8~1438962_791572710572_791	1		1
_7911315727171'8_94814~	8~1438962_791572710572_791	8		8
311'872mt145	8~1438962_791572710572_791	1	1	
7118141572_97104572319'8	8~1438962_791572710572_791		1	1
m1~572131572389711389071711	831572_931171'8		1	1
4071_9~m_791	831151715724		1	1
814315372810718143153337281	83171t171'86231'8		1	1
38917151315727191720	8711572m71'8		1	1
3101_9572815723891	8711572m71'8		1	1
7134t1711572	8711572m71'8		1	1
t_7911~225t_791~71572m_91	8711572m71'8		1	1
