Source	Target	@mention	retweet	Weight
dimitriousgart2	zumaadk		1	1
dina_tan73	captainslog2016		1	1
dinofancellu	theralphretort		1	1
diogenes323bc	politibunny	1		1
dionesmith13	femalesfortrump	1		1
diplomatikplate	jackposobiec		1	1
diptistweet	textporns		1	1
dirigo1820	tariqnasheed		1	1
dirkmaravich	globalgrind		1	1
dirkz1	markos		1	1
disabledpiggirl	eileendefreest		1	1
disabledpiggirl	politisphere1		1	1
disabledpiggirl	yashar		1	1
disarray2016	foxnews		1	1
disasterpastor	lolgop		1	1
disconnectedag	greatdismal		1	1
disinistra	lisabloom		1	1
dispowo	juddlegum	1		1
dissentingj	govmikehuckabee	1		1
disspat	the_sofa_surfer	1		1
dittopost	nypost	1		1
divaknevil	debramessing		1	1
divankerkumar	textporns		1	1
diveaggie05	georgetakei		1	1
divinators_	foodandwine		1	1
divyabharti_	textporns		1	1
divyasain1	bfraser747		1	1
divyasain1	mitchellvii		1	1
divyasain1	pjstrikeforce		1	1
dixieshopper	foxnews		2	2
dixieshopper	italians4trump		1	1
dixieshopper	trumptbird		1	1
diyatv	marclevine	1		1
djangowexler	scalzi	1		1
djbratpack	politisphere1		1	1
djbruce	nycmayor		1	1
djienvy	brokencountry1		1	1
djjulia	badkenny_g	1		1
djmarysoul	shaunking		1	1
djolder	jfkeeler		1	1
djshiva	coslive		1	1
djsiloslady	thirdeyeshawty		1	1
dkbadams	votetrumppics		1	1
dkhtx	adamparkhomenko		1	1
dkmkc2000	newsmax		1	1
dkmkc2000	valuepointorg		1	1
dkomdkom	evan_mcmullin		1	1
dkwilson56	garnetnewsroom		1	1
dlaroc	observer		1	1
dlmschmidt	lisabloom		1	1
dlonorse	hawaiidelilah	1		1
dlonorse	salon		1	1
dlonorse	ustaxattorney		1	1
dlpolicicchio	realdonaldtrump	1		1
dlsmd	berniesanders		1	1
dmaxter1200	reuters		1	1
dmaxter1200	transition2017		2	2
dmccoy80	kylekulinski		1	1
dmcsarf	boingboing		1	1
dmill1289	americooligan		1	1
dmill1289	fiverights		1	1
dmill1289	prisonplanet		1	1
dmitchell121	nytimes	1		1
dnahealthnut	nayaknomi		1	1
dnlmsstch	davebernstein		1	1
dnrome	thelittleidiot	1		1
doctorsensation	bradlander		1	1
doctorsensation	petejohn10		1	1
documaraftab	davidfrum		1	1
documaraftab	xilleilahi	1		1
dodgersaudio	markharrisnyc		1	1
doggleteddy	teapainusa		1	1
dogoodthings77	potus	1		1
dogthefootsteps	mcclatchydc		1	1
doinhoodratshit	drsixfingersesq		1	1
dolfin513	nycmayor		1	1
dolorescook10	officialspgb	1		1
doloreswells20	adamsflafan		1	1
doloreswells20	mattmfm		1	1
doloreswells20	thehill		1	1
dolphsteelbear	deejay90192		1	1
dolphsteelbear	funder		2	2
dolphsteelbear	starfirst		1	1
dolphsteelbear	tearsinheaven09		1	1
domenicm	reuters	1		1
dominicomaro88	huffpostpol	1		1
domonics	globalgrind		1	1
domvacante	dirt_tooth	1		1
don__beonmars	dragonforce_one		1	1
donacurriculae	1beautifulwall		1	1
donacurriculae	badastronomer		1	1
donacurriculae	deannaday		1	1
donacurriculae	fairecomments		1	1
donacurriculae	girlsreallyrule		1	1
donacurriculae	justschmeltzer		1	1
donacurriculae	lanebrooks		1	1
donacurriculae	resistanceparty		1	1
donacurriculae	riotwomennn		1	1
donacurriculae	riskyliberal		3	3
donacurriculae	rthtgakaroland		1	1
donaldtrump_is	americanman1962		1	1
donaldtrump_is	dennisbmurphy		1	1
donaldtrump_is	djjulia		1	1
donaldtrump_is	lynnroe52		1	1
donaldtrump_is	pokemongohater		1	1
donaldtrump_ita	franco_giova	1		1
donatelliparis	jasonmillerindc		1	1
donkos	thepublicsquare		1	1
donlawr67668819	bfraser747		1	1
donlawr67668819	jackposobiec		2	2
donnadecicco1	netnewsbuzz		1	1
donnadefazio	kellyannepolls	1		1
donnatweeted	nytpolitics		1	1
donnylatenight	jackposobiec		1	1
doodisgirl	marcthiessen		1	1
doodlehedz	funder		3	3
doolittlelady	eskaliding		1	1
doolittlelady	honey17011		2	2
doolittlelady	sjredmond		2	2
dopedances	bestproadvice		1	1
dophin11	thehill		1	1
doreeev	jasonmillerindc		1	1
dorganformoso	londiem25		1	1
doriansnyder	c0nvey	1		1
doris_spence	thehill		1	1
dotseybold	lisabloom		1	1
dotslashmake	lolgop		1	1
dougmmilford	ishaantharoor		1	1
doyle52c	reuters		1	1
dpsisi	politico		1	1
dr_kludge	johnknefel		1	1
dr_sdodds	rawstory		1	1
dragonforce_one	trump_presipres		1	1
drcaridadx3	fox25news		1	1
drcrane72	ericliptonnyt		1	1
drcrane72	soledadobrien		1	1
drcris123	jackposobiec		1	1
drdavidclarke	fiddler_a	1		1
dre_brickcity	meganmckenzie94		1	1
dreadcrash	ziggyz2020	2		2
dreamsflyfree	max_fisher		1	1
dremawhite	magicroyalty		1	1
drewingeorgia	captainslog2016		1	1
drewingeorgia	natespuewell		1	1
drewingeorgia	teapainusa		1	1
dreyfus1786	jorgeheinel		1	1
drfidelmaruri	lovrega		1	1
drgarnicus	jackposobiec		1	1
drianferrari	glennkesslerwp		1	1
drie24c	philstockworld		1	1
drixld	joshgad	1		1
drjayjay	debramessing		1	1
drjohnizzo	realdonaldtrump	1		1
drjuneknight	wearethebride		1	1
drkarenpaiva	imnikiturner		1	1
drkarenpaiva	sowithher		1	1
drkarenpaiva	teapainusa		1	1
drkarenpaiva	va4hillary1		1	1
drkeykeydoc	jackposobiec		1	1
dromstructlon	kafostersowell		1	1
droofwood	theview	1		1
drpatfarrell	salon	1		1
drrramina	davebernstein		1	1
drseid	thedailyedge		1	1
drugsgunsh_ebk	ocabralaoo	1		1
drunkenspirit	georgetakei		1	1
drunkinyogi	realalexjones		1	1
drunkyborghy	renzomattei		1	1
drvdev	ianbremmer		1	1
dscrimsher1	catwahler		1	1
dsuarez777	onlinepatriots	1		1
dswift352	playstrumpcard		1	1
dtischler1	wgladstone		1	1
dtporge	g_mccray		1	1
duanegallaher	idealswin		1	1
dubbscheckem	tcjfs		1	1
dubnun	cnbc		1	1
duchwela2	debramessing		1	1
dudettesal	cnnpolitics	1		1
duffy_1958	dcexaminer		1	1
duffybloom	jeffazbell	1		1
dugalish	nycmayor		1	1
dugovics	georgetakei		1	1
dugovics	maggienyt		1	1
dugovics	nytimes		1	1
dugovics	thehill		1	1
duhgurlz	antifolkhero		1	1
duhgurlz	dleemar		1	1
duhshaynuh	ajplus		1	1
duhshwazee	kerryhowley		1	1
duncanwatosn	charles_gaba		1	1
dunhamwally	joannecolombo		1	1
dustin_jacobs	charles_gaba		1	1
dutch163	thebaxterbean		1	1
duvaliermalone	thehill		1	1
duxgirl27	jackposobiec		1	1
duxgirl27	mikehimsworth		1	1
duzystan	andersoncooper	1		1
dvolante	charles_gaba		1	1
dw_whittaker	bbcbusiness		1	1
dwalker1175	danscavino		1	1
dwalker1175	immigrant4trump		1	1
dwbayliss	evan_mcmullin		4	4
dwest541	mattmfm		1	1
dwiley35wiley	strike_back_now		1	1
dwt56	jamilsmith		1	1
dwt56	thedemocrats		1	1
dwyerdish	charliekirk11		1	1
dyxyebelle	davidvitter		1	1
dznutz20	flaccidvagina	1		1
e1izabethrogers	tonyschwartz		1	1
e2000torrejon	katehon_es		1	1
e__strobel	dineshdsouza		1	1
e_hippy	mattyglesias		1	1
eagle_force_555	mercenarygeo		1	1
eaglefeather4	funder		1	1
eaglewolf55	newtgingrich		1	1
ealight461	adamparkhomenko		1	1
ealight461	davebernstein		1	1
ealight461	puppymnkey		1	1
eamt52	randyprine		1	1
earthmineyours	brendancarton		1	1
earthmineyours	realgresistance		1	1
eastcoast_muse	lexi4prez		1	1
ebeattie1	martyrosenbluth		1	1
ebmus8c8i	johnjwillard		1	1
eboreland	huffpostpol	1		1
ebwobusy	derekwillis		1	1
ecbillofrights	zegota42		1	1
eclark1946	catwahler	1		1
ecogzlrei	johnjwillard		1	1
econapkins	pappiness		1	1
economistified	seanmcelwee		1	1
econpuppy	ap4lp		1	1
eddiequinones86	ezlusztig		1	1
eddiequinones86	mdlehmann		1	1
eddirich	rorycooper		1	1
eddymirey	albertochavezv		1	1
eddyrogerparker	jsherman6918		1	1
eddyrogerparker	onlytruthreign		1	1
eddyrogerparker	zerohedge		1	1
edelweiss20131	_makada_		1	1
edgarhash	georgetakei		1	1
edgedreamer	latinaafortrump		1	1
editflix	georgetakei		1	1
edjohnson7	debramessing		1	1
edlaphil_ann	pamela_moore13		1	1
edouardos1982	stavroszenios		1	1
edregiones	lasillarota		1	1
eds1world	eds1world		1	1
edtechtimes	bostonschools	1		1
eduardoambriz3	realdonaldtrump	2		2
eduardoambriz3	rt_america		1	1
eduardog226	eleconomista		1	1
eduardosuarez	nytimes	1		1
edwardsbeck	borowitzreport	1		1
edwin_garcia_55	sensanders		2	2
ee1144	judy_shwabe		1	1
eerscho	jonathanchait		1	1
effinggrim	coslive		1	1
efraincasarreal	jeffreyguterman		1	1
egbissen	cnnpolitics	1		1
egregory962	debramessing		1	1
egregory962	deejay90192		1	1
egregory962	garnetnewsroom		1	1
egregory962	juddlegum		1	1
egregory962	politicususa		1	1
egregory962	starfirst		2	2
eh_lee_sa	teunemans		1	1
ehqm70	fmartinmoreno	1		1
eillko	futalors		1	1
einheit	freepepes		1	1
eiremegs37	markgiangreco7		1	1
eiremegs37	thenation		1	1
eirerogue00	iasecurity		1	1
ejdionne	jonathanchait	1		1
ejmichaels74	walshfreedom		1	1
ejthomps6	ppppolls		1	1
ektrit	newsmax		2	2
eldigitaldepan2	ep_enespanol		1	1
election16news	buzzfeednews		1	1
electionlaw	shearmanlaw	1		1
electtrump16	foxnation		1	1
eleerublaa	nomoreromney		1	1
elenanicolao	giveawaydiyo		1	1
elenasryva	owillis		1	1
elephantlass	brianklaas		1	1
elgomes15	danscavino		2	2
elgomes15	dineshdsouza		1	1
elgomes15	foxandfriends		1	1
elgomes15	immigrant4trump		2	2
elgomes15	jays2629		1	1
elgomes15	lindasuhler		1	1
elgomes15	risetoflyy		1	1
elgomes15	trumpmovementus		1	1
elias_chandia	thecliniccl		1	1
eliasmassrie	bbcmundo		1	1
eliotnelson	gilbertjasono	1		1
elisartaylor03	shanedawson		1	1
elisartaylor03	tyleroakley		1	1
elissa_tobias	elizasoul80		1	1
elizabethnevius	evan_mcmullin		1	1
elizlk	nycmayor		1	1
elizsode	yashar		1	1
ellauck	sjredmond		1	1
ellcastellanos	kafostersowell		1	1
elle_tb15	eduardoambriz3		1	1
ellekuster	theblaze		1	1
ellen_bluebeatz	joshgad		1	1
ellisromance	nycmayor		1	1
elodiecrf	futalors		1	1
elreyduque	kurteichenwald		1	1
elronxenu	rightwingwatch		1	1
elsc2014	pandamoanimum		1	1
eltemps_actu	andreuescriva	1		1
eltoro51477173	bfraser747		1	1
eltoro51477173	danscavino		1	1
eltoro51477173	jackposobiec		1	1
elvislver56	mmpadellan		1	1
elymagicamagica	claudiocerasa	1		1
elzieim29	lorri66803314		1	1
em_zluv1	caseygerald		1	1
ema7_2	funniestvines		1	1
ematt77ng	c0nvey	1		1
embrace_illogic	chuckrossdc		1	1
emceesquawkbox	juddlegum		1	1
emceesquawkbox	michaelianblack		1	1
emekaskd	nkirukanistoran		1	1
emelyn_23	youtube	1		1
emeraldacre	danscavino		1	1
emeraldedible	algore	1		1
emersonfan1	brontyman		1	1
emersonfan1	funder		1	1
emigre80	muslimiq	1		1
emilakvag	bestproadvice		1	1
emily24hayes	sopandeb		1	1
emilygtree	drjillstein		1	1
emjayr1942	jackposobiec	1		1
emm_gee42	morninggloria	1		1
emma3lisabeth	lolgop		1	1
emmanole	dineshdsouza		1	1
emmanole	jackposobiec		1	1
emmanueljaimes_	trudaddytilly		1	1
emmaoud	teganandsara		1	1
emmie_porsche	naijaspice	1		1
emp49payn	dailycaller		1	1
emp49payn	foxbusiness		1	1
emperorpearl	thetrumplady		1	1
emzorbit	adamparkhomenko		1	1
emzorbit	johnfugelsang		1	1
emzorbit	lolgop		1	1
emzorbit	wpjenna		1	1
enamurphy	debramessing		1	1
endeeh	eliotnelson		1	1
endisnear4real	disspat		1	1
endisnear4real	gatewaypundit		1	1
energylaw	shearmanlaw	1		1
energymau5freak	rougemenace		1	1
engelcrona00	beautygiris		1	1
engi_lopezsanti	ejecentral		1	1
engi_lopezsanti	foreignpolicy		1	1
engi_lopezsanti	politico		1	1
ennuizle	elizasoul80		1	1
enrico056	juddlegum		1	1
enrico056	ronda524		1	1
enviroartiste	nextgenclimate	1		1
environthreads	climatecentral		2	2
epicjaroslav	jasonmillerindc		2	2
eploelnia	mariceli23		1	1
equalservice	porter14159		1	1
eranacaiex	jillywillywhaat		1	1
eraserewind1	apocalypticanow		1	1
ereilly44	trishintel		1	1
erg112	armandodkos		1	1
erg112	ericboehlert		1	1
erg112	matthewamiller		1	1
erg112	will_bunch		1	1
erica_ceous	jholdenshooting	1		1
ericalesaint	ffrf		1	1
erickristiansn	georgetakei		1	1
ericksonr51	jackposobiec		1	1
ericksonr51	mitchellvii		3	3
erikanicholas44	beautygiris		1	1
erinamunson	breitbartnews		1	1
erinamunson	mitchellvii	1	1	2
erinamunson	sheriffclarke	1		1
erindmurphy	qctpolitics		1	1
erineous	leahmcelrath		2	2
erinloughrey1	nbcnews		1	1
ernestograne	danscavino	1		1
ernielies	ylichterman		1	1
erotao	weknowwhatsbest		2	2
eskater84	steveriker		1	1
esoriram1	rexhuppke		1	1
estherreed2002	tmznews11		1	1
esvhd	ianbremmer		1	1
etfs	betterment	1		1
ettorefiorani	robynurback		1	1
evacoursmach	futalors		1	1
evaldez6457	ladyvparadise	2		2
evan7257	rawstory		1	1
evatizzano	sabor809		1	1
evearenaissance	jackposobiec		1	1
evelinekipping	huffpostpol		1	1
everybrokenwave	torontostar		1	1
eviljohna	davidfrum		1	1
evltxican	guardianus		1	1
evltxican	honey17011		1	1
evltxican	pharris830		1	1
evltxican	tusk81		1	1
evnow	williamjordann		1	1
evworldeditor	climatecentral		1	1
ewaverly7	funder		1	1
ewoolseywdrb	nycmayor		1	1
excaliburnerd	complex		1	1
exdgirl	markos		1	1
exettaharris	debramessing		1	1
exigente48	youtube	1		1
exmrssallah	jstinson22	1		1
exortiva	bapstans		1	1
expellee	lacy122803	1		1
exposeliestoyou	_makada_		1	1
exposeliestoyou	exposeliestoyou		1	1
extratreez	motherboard		1	1
extremecdn	davidcorndc		1	1
eyeontheworld	eddiecarl4468		1	1
ezechikwuka2	radiobiafralive		2	2
ezlusztig	jkarsh	1		1
ezoszresyek	fennyfen	1		1
ezznix	dineshdsouza		1	1
f1artsandmedia	mikandynothem		1	1
f698133d038d407	aedwardslevy		1	1
f_iew	joyannreid	1		1
fabienneple_vue	zabouf		1	1
fabjohnsontwins	evan_mcmullin		1	1
factsvsopinion	42lives		1	1
factsvsopinion	cnn		1	1
factsvsopinion	nprpolitics		1	1
factsvsopinion	nytpolitics		1	1
factsvsopinion	stoptrump2020		1	1
factvsignorance	realalexjones		1	1
fairestkristen	cool_as_heck		1	1
fajafx	youtube	1		1
falcon_ciara	beautygiris		1	1
famcat	adamsflafan		1	1
famcat	honey17011		2	2
famcat	politico		1	1
famousfoodfest	gothamist		1	1
farawayeyes4	jasoninthehouse	1		1
farewelltaylor	jaboukie		1	1
fascism_is_dead	youtube	1		1
fashionhitlist	cfr_org		1	1
fashionhitlist	jezebel		1	1
fashnova	splcenter	1		1
fastercures	cspan	1		1
fastwatermoon	honey17011		2	2
fastwatermoon	wvjoe911		2	2
fatherjonesnews	housecracka		1	1
fattzpolo	realjtholmes		1	1
fbrodya	mediaite		1	1
fcyfiu5ejyfxc6f	trump_bj	1		1
fears884	marketsticker		1	1
fedupwnarcissts	ryanlcooper		1	1
feel_the_vibee	shaunking		1	1
feelingpeaceful	biancajagger		1	1
feelingpeaceful	debramessing		1	1
feelingpeaceful	proudlyliberal2		1	1
feldacougar	coslive		1	1
feldacougar	thestranger		1	1
feliciasmith40	realajbenza		1	1
felixpistor	cfr_org		1	1
femmaverick	daniellemuscato		1	1
femmaverick	politico		1	1
femmaverick	politicussarah		1	1
femmaverick	stonekettle		1	1
femmesunafraid	kylegriffin1		1	1
femmesunafraid	nytpolitics		1	1
ferallike	politicusjason		1	1
ferallike	stevenreycristo		1	1
ferr1979	vivirmuriendo_		1	1
ferval0106	soyuncasillas		1	1
fes_toy	joyannreid		1	1
fes_toy	victoria2dcme	1		1
ffendland	sharonmccutchan		1	1
fgbjr	jlauderdal	1		1
fib1123	pinboard		1	1
fiddledeedee01i	jackposobiec		1	1
fiesty_democrat	blueblue10001		1	1
fiesty_democrat	donmoyn		1	1
fiftyfiveandup	msnbc	1		1
fightwithart	ta_na_si		1	1
finchly	finchly		2	2
findmenapping	jedediahbila	1		1
findmenapping	tallahfortrump	1		1
finsupsailor	theblaze	1		1
firebetrayal	thegladstork		1	1
firefighters510	powkang	1		1
firefly_fan	diegoebarros		1	1
firehawk32	goodnessaidan	1		1
firepaulryan2	govmikehuckabee		1	1
firstnameclub	mattmfm		1	1
fitbituser9	10adge	1		1
fixer_guy	bernfor		1	1
fjmunomunoz	corporatocrazy		1	1
fjmunomunoz	jackposobiec		1	1
fjmunomunoz	mitchellvii		1	1
fjmunomunoz	moveforwardhuge		1	1
fjmunomunoz	realalexjones		1	1
fjrrider	misslizzynj		1	1
fka_kizza	lsarsour		1	1
flaccidvagina	dznutz20		1	1
flicofthetongue	coton_luver		1	1
flicofthetongue	rjoseph7777		1	1
fligoupier	jayndemamra	1		1
flippedhatnupe	chris_arnade		6	6
flkittie	msavaarmstrong		1	1
floramcg7	politisphere1		1	1
flyingyogini	debramessing		1	1
fogcityblues	slate		1	1
folashadechloe	futalors		1	1
followfelloworg	thetrumplady		1	1
forensics49	frankgaffney		1	1
forumhus	washingtonpost		1	1
fossquie	nycmayor		1	1
fourfacesofeve	ed_miliband		1	1
fourfacesofeve	funder		2	2
fourfacesofeve	kfile		1	1
fourfacesofeve	vicenews		3	3
foxandfriends	kellyriddell	1		1
foxnewsfan1	tvnewshq		1	1
fran_b__	josephdeneen		1	1
francesco3	xrayspex7		1	1
francescogesua7	riotta		1	1
franciscoguo	robschneider		1	1
francot56	callout4		1	1
frank69qc	c0nvey	1		1
frank_faparicio	foxbusiness		1	1
frank_faparicio	gerbikungfu		1	1
frank_faparicio	veteranstake		1	1
frankenwilly	fort_lili	1		1
frankffurlan88	theokeith		1	1
frankleeroberts	derekwillis		1	1
franklinlbrown	redistrict		1	1
frankoh_pe	actualidadrt		1	1
frankpreston	reuters	1		1
franktufaro411	seanhannity	1		1
franmary	hillbuzz		1	1
franpok	elenagrmr	1		1
frantownsend	realdonaldtrump	1		1
franzfanon1863	slate		1	1
fredjon85779957	_makada_		1	1
fredricdelmais	nytimesbusiness		1	1
freedom61815022	housecracka		1	1
freepressfree	summerbrennan	1		1
freitonspiel	antjeschrupp		1	1
frenchtikla	georgetakei		1	1
fresh60695711	textporns		1	1
friendlywendyb	robinhoodtax		1	1
frockman231	businessinsider		1	1
frostbite___	globalgrind		1	1
frozenvanity	yourtdq		1	1
ftc539	rawstory		1	1
fuadmb	lrbitisnot		1	1
fubaglady	sandhog1234		1	1
fuck_trump_bot	blsexting		1	1
fuck_trump_bot	curiousgawker		1	1
fuck_trump_bot	fineassblackmen		1	1
fuck_trump_bot	ipolitical_crap		1	1
fuck_trump_bot	qcooper45		1	1
fundacion_ec	elmundoes	1		1
funder	funder		10	10
funlayson	republicanpunk		1	1
funneytwitz	textporns		1	1
funnyhandle	funnyhandle	1		1
fuunny_world	textporns		1	1
fvdizzyy	ajplus		1	1
fyi2_pc	peddoc63		1	1
g_mccray	nuzzel	12		12
g_rollo790	sensanders		1	1
ga_teaparty	newsmax		2	2
gaas52	pajaropolitico	1		1
gabediani	max_fisher		1	1
gabiaguilar27	bestproadvice		1	1
gabriela72gavi	davidcorndc		1	1
gabriela72gavi	heelmanitoba		1	1
gabriela72gavi	johnfugelsang		1	1
gabriela72gavi	leahmcelrath		1	1
gabriela72gavi	puppymnkey		2	2
gabrlellehilton	smickable		1	1
gabyology_	beautygiris		1	1
gacal78	anadoluajansi		1	1
gaddzook	bfraser747		1	1
gaddzook	dbargen		1	1
gaddzook	dineshdsouza		1	1
gaddzook	markdice		1	1
gadingarcadia	pioneerinvest		1	1
gaiapanma	debramessing		1	1
gailmonson1	thehill		1	1
gailsbroughton	govmikehuckabee	1		1
galacapricecruz	foxbusiness		1	1
galaxiesof2d	smickable		1	1
galladextreme	billmaher		1	1
gallaecian	g_mccray		1	1
gangan84	herissident		1	1
garbanzogro	cosmopolitan		1	1
gareth0108	brasilmagic		1	1
garfinkelosy372	melicentbeyer1		1	1
garioncoyote	csmonitor		1	1
garrettruby	adamsflafan		1	1
garrettruby	k8brannen		1	1
garrettruby	lisaclaire9090		1	1
garrettruby	mmpadellan		1	1
garrettruby	truth_tweeters		1	1
garrisonblue	saul42		1	1
garthgreen13	eddiepepitone		1	1
garyaaltman2	dailymail		1	1
garyastokes7	realdonaldtrump	1		1
garyjohntsv	prisonplanet		1	1
garykdwifa	markets		1	1
garynielson	rickrothacker		1	1
garynielson	theblaze		1	1
garynielson	washingtonpost		1	1
garyww0od	brokencountry1		1	1
gaspardalizan	skb_sara		1	1
gater_mom	blisstabitha		1	1
gatlinmcarthur	patentbuddy		1	1
gatordq	misslizzynj		1	1
gaylealstrom	cnnpolitics	1		1
gazcon	brugesgroup	1		1
gb_fanatic	debramessing		1	1
gbmrhino	thetrumplady		1	1
gbrown952	bestproadvice		1	1
gcampbellgreg	profschooner		1	1
gcool06	startupsupastar		1	1
gdfyou	elfango		1	1
gdhlfda	eire353		1	1
geehooperxx	beautygiris		1	1
geekspicepdx	stonekettle		1	1
geektrader	businessinsider		1	1
geewhizpat	nytpolitics		1	1
genderscheisse	kiefergabriele	1		1
gene_stone	yodaquoter		1	1
genepavlacka	dcexaminer	1		1
genieg37	carminezozzora		1	1
genuine30096	abfalecbaldwin	3		3
genuine30096	bobclendenin	1		1
geoff_deweaver	citizens_united		1	1
geoff_inboston	katiecouric		1	1
geoffmuse	dupuisj		1	1
georgecorey4	aiiamericangiri		1	1
georgecorey4	rednationrising		1	1
georgeeliseo	gatewaypundit		1	1
georgejr310	jackposobiec		1	1
georgeszabo777	misslizzynj		1	1
gerbibabe	nycmayor		1	1
gerhadt_kreuz	georgetakei		1	1
get_out_andvote	blisstabitha		1	1
getbriefme	politico	1		1
getdownbrothrs	lexi4prez		1	1
getgreen52	wvjoe911		4	4
getoffmylawn80	markos		1	1
gettriggerednow	ukexpat19	1		1
gexquisltely	a_greenberg		1	1
gginmont	senatorschumer	1		1
gh0stc00n	sonofliberty357		1	1
gh_obsession	jonfavs		1	1
ghewen14	foxbusiness		1	1
giannildn2	futalors		1	1
giansgroi91	nickydt	1		1
giantsweettart	nycmayor		1	1
gibsonjazz1	golub		1	1
gigils88	jackposobiec		1	1
gignoble1	foxbusiness		1	1
gila43	samgrittner		1	1
gilbertgy	ejecentral		1	1
gildedlillypuce	derekcressman		1	1
gilmored85	markos		1	1
gilmored85	nhannahjones		1	1
gina122963	thekevindent	1		1
ginagaylol	itswilliamd		1	1
gingeranncazan	funder		6	6
gingerbreggin	joshmblackman		1	1
gingerlovesart	juddlegum		1	1
giov_fracasso	zerohedge		1	1
girl_a_whirl	unravelingfire		1	1
girlempire1	textporns		1	1
girlinseattle	davebernstein		1	1
giselletort	politisphere1		1	1
givemehorchata	coslive		1	1
gjcmaia	minc_rj		1	1
gkapple	jerryquickley		1	1
gkenviro	theatlantic		1	1
gkmtntwits	mtp	1		1
glassyelegance	moveforwardhuge		2	2
gldr669	coslive	1		1
glenanna952	georgetakei		1	1
glendpa	motherboard		1	1
glenn21701	kurteichenwald		1	1
glennshaffer75	debramessing		1	1
glo_in_thedark	shaunking		1	1
globaled718	ddiamond		1	1
globalhomegirl	theperezhilton		1	1
globeandmail	globebusiness	1		1
glopeztetuan	instituto_dm		1	1
glorylarrydayz	urfavandtrump		1	1
gluna21	salon	2		2
gmajean76	davebernstein		1	1
gmajean76	stevebenen		1	1
gmavincent	libamericaorg	1		1
gmavincent	wsj	1		1
gmboone	daniellemuscato		1	1
gmfkms04	stevepieczenik	1		1
gmosher54	therickydavila		1	1
go_louiza	hope012015		2	2
go_louiza	mattmfm		1	1
go_louiza	thehill		1	1
go_trump_go	ten_gop	1		1
goc1978	craigsilverman		2	2
god_is_a_fake	beautygiris		1	1
godlessnz	danscavino		1	1
godlessnz	jackposobiec		2	2
godlessnz	mike_pence		1	1
godoggo1	mattmfm		1	1
gogaminglivehdt	youtube	1		1
gogogroove	co_rapunzel4	1		1
gohealio	oandpnews		1	1
goldbergsalem	mitchellvii	1		1
goldheart35	davebernstein		1	1
goldustwoman63	amandapresto	1		1
goldustwoman63	tedcruz		1	1
goldy_levy	6549lmartin		1	1
golfnuts2	ergeekgoddess		1	1
gomezsantos22	mjcviti		1	1
gomezsantos22	sopandeb		2	2
good2bqueen67	theokeith		1	1
goodgoysgobad	dailymail		1	1
goodhealthblog	cnet	1		1
goodluckbeer	politicalglutto		1	1
goodnightma	foxbusiness		1	1
goodnightma	foxnews		1	1
goodnightma	peterfeaman		1	1
goodtwin001	georgetakei		1	1
goodwillfiction	ezlusztig	1		1
goptakeastand	pszczepanski	1		1
gordie78	jackposobiec		1	1
goslarsharrey	leonardgreene		1	1
gosugarhighgo	thisisoutspeak		1	1
gotwesties	scrowder	1		1
gourmetjourney	honey17011		1	1
gourmetjourney	joyannreid		1	1
gourmetjourney	sowithher		1	1
govcorrupted	mitchellvii	1		1
govindkumarbab1	textporns		1	1
gpn14	gpn14		1	1
gracefulwords	lvnancy		1	1
gracefulwords	tpinsidr		1	1
gracie17db1	bfraser747		1	1
graciem69614504	twinpaulie		1	1
grahamegoop	reuters		1	1
grahamgham	bbcspqrt	1		1
gramzie214	blkagendareport		1	1
gramzie214	nicholsuprising		1	1
gramzie214	ralphnader		1	1
grandmaofanange	matthewstoller		1	1
granniegal	juddlegum		1	1
granniegal	paul_lander		1	1
granniegal	pharris830		1	1
granniegal	redhed67		1	1
grannyinfla16	thpope	1		1
grannyrosie3	askboomer1949	1		1
grannyrosie3	cmadmax		1	1
grannyrosie3	occpalgaza	1		1
graydaygamer	carlantoine		1	1
graygoods	chsommers	1		1
grayner	zaibatsunews		1	1
greatgrany5	greta		1	1
greatgrany5	sokeijarhead		1	1
greeneyes0084	lrihendry		1	1
greenjellosalad	newyorker		1	1
greenleeves	daniellemuscato	1		1
gregferinga	mitchellvii		1	1
gregproops	joyannreid		1	1
gregscheinert	foxnews		1	1
gregtrump2016	jackposobiec		1	1
greytmomm	theview		1	1
griffinfllters	aawayne		1	1
griffinlanep	americooligan		1	1
griffinlanep	curehiphop		1	1
griffinlanep	stop_sharia2016		1	1
griz5370long	katiecouric		1	1
grouperpro	tpolitical_news		1	1
grumpymcdiarmid	theplumlinegs		1	1
grush_linda	theatlantic		1	1
gsek07	sensanders		1	1
gstalnaker	tomlevenson		1	1
gstuedler	willafrej	1		1
gtfirebird1	thetrumplady		1	1
gtmhnyc	cnnpolitics	1		1
gualtieriedward	funder		1	1
gualtieriedward	lisabloom		1	1
guardsondemand	forbes		1	1
guatrone7	lrihendry		1	1
guccishade	millennials4her		1	1
guccishade	pasnuby		1	1
guerrero1122	c0nvey	1		1
guerrilladaz	jackposobiec		1	1
guesswhotweeter	bornmiserable		1	1
guidosiciliano	mediobobina	1		1
guidossss	sherriquinn9		1	1
gumboqueen3030	fawfulfan		1	1
gumboqueen3030	msignorile		1	1
gumnut55	moveforwardhuge		2	2
gunner44444	weknowwhatsbest		1	1
guy_next_to_me	dcexaminer		1	1
