Month	CTL 	CW 	PLdx 	PWdx 	PLsx 	PWsx	Weight	Sex	Maturity
Aug_04	NA	NA	NA	NA	NA	NA	25.5	m	2
Aug_04	NA	NA	NA	NA	NA	NA	21.0	m	1
Aug_04	NA	NA	NA	NA	NA	NA	23.5	m	2
Aug_04	NA	NA	NA	NA	NA	NA	21.0	m	1
Aug_04	NA	NA	NA	NA	NA	NA	15.0	m	2
Aug_04	NA	NA	NA	NA	NA	NA	7.5	m	2
Aug_04	NA	NA	NA	NA	NA	NA	16.5	m	2
Aug_04	NA	NA	NA	NA	NA	NA	17.0	m	2
Aug_04	NA	NA	NA	NA	NA	NA	19.0	m	2
Aug_04	NA	NA	NA	NA	NA	NA	23.0	f	2
Aug_04	NA	NA	NA	NA	NA	NA	14.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	18.0	m	2
Aug_04	NA	NA	NA	NA	NA	NA	25.0	m	1
Aug_04	NA	NA	NA	NA	NA	NA	18.5	f	2
Aug_04	NA	NA	NA	NA	NA	NA	10.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	15.0	f	2
Aug_04	NA	NA	NA	NA	NA	NA	11.0	m	2
Aug_04	NA	NA	NA	NA	NA	NA	14.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	16.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	15.5	m	2
Aug_04	NA	NA	NA	NA	NA	NA	14.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	8.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	8.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	13.5	m	2
Aug_04	NA	NA	NA	NA	NA	NA	18.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	10.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	7.0	m	2
Aug_04	50.2	21.5	38.0	10.4	47.0	15.5	33.0	m	2
Aug_04	39.8	15.7	32.4	9.6	32.9	9.3	15.0	m	2
Aug_04	41.1	16.8	23.0	8.3	23.5	8.2	15.0	f	1
Aug_04	34.1	14.1	18.4	6.6	19.2	6.7	9.0	f	1
Aug_04	38.2	16.0	30.6	9.5	30.8	9.8	13.5	m	2
Aug_04	33.0	13.2	19.6	5.8	19.5	5.7	7.5	m	2
Aug_04	51.2	22.4	46.6	16.0	NA	NA	NA	m	1
Aug_04	50.9	21.6	30.1	8.1	36.8	9.6	25.0	m	2
Aug_04	40.9	17.0	27.0	9.8	20.2	7.2	15.0	f	1
Aug_04	33.1	13.8	18.7	6.3	16.0	4.6	7.5	f	1
Aug_04	39.0	16.2	24.3	8.6	25.5	8.5	13.0	f	1
Aug_04	36.3	15.5	30.2	9.7	28.6	7.0	13.0	m	2
Aug_04	36.8	15.3	23.7	8.2	21.3	6.6	12.0	f	1
Aug_04	48.7	20.1	38.1	9.8	29.7	8.2	25.0	m	2
Aug_04	45.7	20.0	31.1	11.8	27.4	9.5	21.5	f	2
Aug_04	40.3	16.3	25.8	9.7	24.2	8.5	13.5	f	1
Aug_04	39.4	17.3	33.8	10.4	34.5	11.2	15.5	m	2
Aug_04	37.3	14.9	29.5	9.4	30.0	9.0	12.0	m	2
Aug_04	37.4	15.5	25.3	6.4	30.2	9.5	12.5	m	2
Aug_04	33.4	14.2	23.6	7.8	23.2	8.0	10.0	m	2
Aug_04	38.3	16.5	26.5	7.7	24.8	6.9	13.0	m	2
Aug_04	43.7	19.1	38.5	13.5	39.1	13.0	21.0	m	1
Aug_04	40.0	16.5	34.0	10.3	33.3	10.3	15.0	m	1
Aug_04	45.0	19.3	29.9	10.8	29.9	9.3	20.0	f	2
Aug_04	36.9	15.5	28.7	9.9	29.8	10.2	12.0	m	2
Aug_04	NA	NA	NA	NA	NA	NA	16.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	18.0	m	2
Aug_04	NA	NA	NA	NA	NA	NA	7.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	8.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	10.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	13.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	13.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	16.0	m	2
Aug_04	NA	NA	NA	NA	NA	NA	15.0	m	1
Aug_04	NA	NA	NA	NA	NA	NA	14.5	m	1
Aug_04	NA	NA	NA	NA	NA	NA	11.0	f	1
Aug_04	27.3	11.2	13.1	4.4	12.4	3.9	4.5	m	2
Aug_04	NA	NA	NA	NA	NA	NA	13.5	m	2
Aug_04	NA	NA	NA	NA	NA	NA	15.5	m	2
Aug_04	NA	NA	NA	NA	NA	NA	16.5	m	1
Aug_04	NA	NA	NA	NA	NA	NA	9.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	11.5	m	2
Aug_04	NA	NA	NA	NA	NA	NA	14.5	m	2
Aug_04	NA	NA	NA	NA	NA	NA	11.5	m	2
Aug_04	NA	NA	NA	NA	NA	NA	13.5	f	2
Aug_04	NA	NA	NA	NA	NA	NA	14.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	8.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	8.0	m	2
Aug_04	NA	NA	NA	NA	NA	NA	13.5	m	1
Aug_04	NA	NA	NA	NA	NA	NA	7.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	14.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	9.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	9.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	21.0	m	1
Aug_04	NA	NA	NA	NA	NA	NA	26.5	m	1
Aug_04	NA	NA	NA	NA	NA	NA	23.5	m	1
Aug_04	NA	NA	NA	NA	NA	NA	19.5	f	2
Aug_04	NA	NA	NA	NA	NA	NA	18.0	m	2
Aug_04	NA	NA	NA	NA	NA	NA	25.5	m	1
Aug_04	NA	NA	NA	NA	NA	NA	15.5	m	1
Aug_04	NA	NA	NA	NA	NA	NA	25.5	m	1
Aug_04	NA	NA	NA	NA	NA	NA	21.0	f	2
Aug_04	NA	NA	NA	NA	NA	NA	22.5	m	1
Aug_04	NA	NA	NA	NA	NA	NA	24.0	m	1
Aug_04	NA	NA	NA	NA	NA	NA	26.5	m	1
Aug_04	NA	NA	NA	NA	NA	NA	16.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	17.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	18.0	m	1
Aug_04	NA	NA	NA	NA	NA	NA	19.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	18.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	12.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	12.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	13.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	15.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	8.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	18.0	f	2
Aug_04	NA	NA	NA	NA	NA	NA	22.0	m	1
Aug_04	NA	NA	NA	NA	NA	NA	23.5	f	3
Aug_04	NA	NA	NA	NA	NA	NA	10.0	m	1
Aug_04	NA	NA	NA	NA	NA	NA	15.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	11.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	12.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	12.0	m	1
Aug_04	NA	NA	NA	NA	NA	NA	13.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	19.0	f	2
Aug_04	NA	NA	NA	NA	NA	NA	17.0	m	2
Aug_04	NA	NA	NA	NA	NA	NA	21.0	f	3
Aug_04	NA	NA	NA	NA	NA	NA	21.0	f	2
Aug_04	NA	NA	NA	NA	NA	NA	19.5	f	2
Aug_04	60.2	24.9	47.8	13.3	36.3	9.0	40.5	m	2
Aug_04	56.5	23.6	39.9	14.2	40.3	14.0	39.0	f	2
Aug_04	53.9	23.4	57.8	19.6	57.5	18.1	46.0	m	1
Aug_04	47.4	20.0	34.3	10.1	44.4	14.9	26.0	m	2
Aug_04	50.4	20.5	NA	NA	45.3	15.0	26.0	m	2
Aug_04	49.0	20.8	NA	NA	34.3	11.7	24.0	f	1
Aug_04	44.0	18.3	26.8	9.6	17.0	4.6	17.5	f	1
Aug_04	51.4	21.7	11.2	3.3	15.5	3.0	22.0	m	2
Aug_04	43.5	17.3	24.8	8.2	24.2	8.0	17.0	f	1
Aug_04	61.4	26.5	39.3	11.6	42.6	13.8	47.5	f	2
Aug_04	43.3	20.0	39.3	13.1	40.7	12.9	21.0	m	1
Aug_04	42.5	19.2	39.1	12.3	33.0	9.2	19.0	m	2
Aug_04	40.8	17.9	33.9	10.0	35.4	10.6	16.0	m	2
Aug_04	49.0	22.7	48.4	16.4	39.0	8.7	29.0	m	1
Aug_04	51.5	23.4	35.5	8.4	51.6	17.0	33.5	m	1
Aug_04	51.1	24.1	54.3	17.0	40.4	11.7	35.0	m	1
Aug_04	37.6	15.5	33.0	10.0	32.8	10.0	13.5	m	1
Aug_04	46.8	21.0	41.3	14.2	41.5	14.3	24.5	m	1
Aug_04	50.9	22.7	48.5	15.1	48.6	16.2	34.0	m	1
Aug_04	39.7	18.2	33.9	11.0	35.7	11.2	16.5	m	2
Aug_04	44.2	18.0	29.7	9.7	30.8	9.7	18.0	f	1
Aug_04	49.5	22.7	35.4	10.0	36.3	10.8	24.0	m	2
Aug_04	29.5	12.0	13.8	3.5	14.1	3.3	5.0	m	2
Aug_04	32.2	13.0	14.3	3.8	13.8	3.6	5.5	f	1
Aug_04	26.1	10.0	11.0	2.7	NA	NA	3.5	m	1
Aug_04	34.8	15.0	14.2	3.3	14.4	3.5	8.5	f	1
Aug_04	33.6	13.5	17.5	4.5	16.0	4.5	7.5	m	1
Aug_04	47.8	21.1	33.0	11.5	34.2	12.4	24.0	f	2
Aug_04	39.4	17.1	26.8	8.4	27.2	8.0	14.0	m	2
Aug_04	33.7	13.9	27.5	7.0	NA	NA	8.0	m	2
Aug_04	36.2	16.0	NA	NA	20.4	5.8	9.0	f	1
Aug_04	40.0	16.5	24.2	8.0	24.5	8.1	13.5	f	1
Aug_04	41.2	18.8	8.0	4.3	29.7	9.9	15.0	f	1
Aug_04	41.0	18.7	28.1	10.3	27.8	10.1	16.5	f	1
Aug_04	40.2	17.2	NA	NA	28.4	10.2	12.5	f	1
Aug_04	41.4	17.5	40.0	13.3	21.4	6.4	16.5	m	1
Aug_04	42.4	18.2	27.5	9.5	28.2	10.0	16.5	f	2
Aug_04	47.4	20.4	29.7	9.5	34.0	11.5	23.0	f	2
Aug_04	48.5	21.3	27.4	8.1	35.2	11.2	22.5	f	2
Aug_04	45.0	20.3	27.8	5.8	43.5	14.1	21.5	m	1
Aug_04	46.1	20.5	26.6	8.7	30.5	11.3	21.0	f	2
Aug_04	46.6	20.5	33.4	11.2	33.9	11.5	22.0	f	2
Aug_04	46.4	21.0	31.5	11.0	32.7	10.7	22.0	f	2
Aug_04	49.8	21.0	47.0	15.5	49.6	14.8	32.0	m	1
Aug_04	40.8	19.6	28.6	10.4	29.5	10.1	17.5	f	2
Aug_04	49.6	21.1	34.3	11.5	34.2	12.2	25.5	f	2
Aug_04	45.3	20.8	44.6	12.8	44.8	12.7	26.0	m	1
Aug_04	45.8	20.5	40.2	12.4	36.3	10.5	23.0	m	1
Aug_04	56.2	24.5	25.2	10.1	NA	NA	33.0	m	1
Aug_04	38.0	15.5	17.9	4.6	18.2	4.6	10.5	f	1
Aug_04	35.8	16.9	31.7	9.2	31.5	9.0	14.0	m	1
Aug_04	45.8	20.8	NA	NA	31.2	11.5	21.5	f	2
Aug_04	39.5	17.7	32.9	9.3	32.5	9.8	15.0	m	1
Aug_04	39.4	18.5	25.5	8.5	21.5	6.6	16.5	m	2
Aug_04	41.8	18.0	28.0	9.4	28.1	9.1	18.0	f	2
Aug_04	55.0	22.5	40.3	13.4	40.6	13.7	34.0	f	0
Aug_04	49.5	22.5	35.5	8.6	47.5	16.5	31.0	m	1
Aug_04	59.0	25.0	44.0	12.5	NA	NA	41.0	m	1
Aug_04	53.5	23.8	54.3	16.8	53.2	19.3	43.0	m	1
Aug_04	49.5	24.5	47.5	12.5	39.2	13.8	39.5	m	1
Aug_04	41.0	17.5	33.4	11.8	33.2	11.2	17.0	m	1
Aug_04	48.0	20.5	43.0	13.9	41.0	12.5	27.0	m	1
Aug_04	42.6	17.0	NA	NA	29.2	8.7	14.0	m	2
Aug_04	35.0	14.5	19.8	4.5	26.5	8.1	9.5	m	2
Aug_04	34.2	14.2	20.2	6.6	20.5	6.5	8.5	m	2
Aug_04	39.1	15.6	22.5	6.3	22.9	6.7	10.5	m	2
Aug_04	53.8	24.5	39.0	11.4	42.0	15.8	39.5	f	2
Aug_04	52.8	22.5	48.5	15.2	49.0	16.0	36.5	m	1
Aug_04	51.5	22.0	28.2	8.4	17.4	4.0	25.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	11.0	m	2
Aug_04	NA	NA	NA	NA	NA	NA	15.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	15.5	f	2
Aug_04	NA	NA	NA	NA	NA	NA	17.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	21.5	f	2
Aug_04	NA	NA	NA	NA	NA	NA	20.0	m	1
Aug_04	NA	NA	NA	NA	NA	NA	26.0	f	2
Aug_04	NA	NA	NA	NA	NA	NA	13.0	f	1
Aug_04	NA	NA	NA	NA	NA	NA	36.5	f	3
Aug_04	NA	NA	NA	NA	NA	NA	28.5	f	2
Aug_04	NA	NA	NA	NA	NA	NA	20.5	f	2
Aug_04	NA	NA	NA	NA	NA	NA	22.0	m	1
Aug_04	NA	NA	NA	NA	NA	NA	26.0	f	2
Aug_04	NA	NA	NA	NA	NA	NA	13.0	m	2
Aug_04	NA	NA	NA	NA	NA	NA	14.0	m	2
Aug_04	50.2	20.2	43.2	13.7	38.5	10.5	26.5	m	1
Aug_04	43.0	18.6	39.3	12.7	39.6	12.5	19.5	m	1
Aug_04	38.1	16.4	32.8	10.1	29.8	8.9	13.5	m	1
Aug_04	36.5	14.5	22.3	6.3	22.9	6.6	9.5	m	2
Aug_04	38.6	16.0	21.5	6.7	22.7	7.2	12.0	f	1
Aug_04	45.9	18.6	NA	NA	16.8	5.3	18.0	f	1
Aug_04	34.8	13.8	30.2	8.0	NA	NA	8.5	m	1
Aug_04	41.3	16.9	33.4	10.5	33.2	10.8	17.5	m	1
Aug_04	41.9	17.6	26.5	10.3	33.5	10.8	16.5	m	1
Aug_04	46.0	19.6	24.4	6.7	24.3	6.7	18.5	m	2
Aug_04	34.5	13.3	20.9	5.9	21.6	6.2	9.5	f	1
Aug_04	34.8	15.2	NA	NA	23.7	7.4	10.0	m	2
Aug_04	30.7	13.7	15.0	4.3	15.0	4.4	6.5	f	1
Aug_04	45.3	19.5	37.0	12.0	37.7	12.3	22.5	m	1
Aug_04	51.0	22.4	36.0	8.6	45.2	13.4	30.5	m	1
Aug_04	53.9	24.0	23.4	4.9	39.8	10.6	35.5	m	2
Aug_04	46.5	20.3	22.1	9.6	32.5	8.7	21.0	m	2
Aug_04	55.5	22.3	46.2	13.6	NA	NA	31.5	m	1
Aug_04	42.9	17.8	35.4	11.2	35.8	11.9	18.5	m	1
Aug_04	40.0	17.0	30.5	9.0	31.6	10.0	15.5	m	2
Aug_04	43.8	18.0	27.2	9.2	27.2	9.2	17.5	f	1
Aug_04	NA	NA	NA	NA	NA	NA	26.0	f	2
Aug_04	NA	NA	NA	NA	NA	NA	16.5	m	2
Aug_04	NA	NA	NA	NA	NA	NA	21.0	m	1
Aug_04	NA	NA	NA	NA	NA	NA	16.5	m	2
Aug_04	NA	NA	NA	NA	NA	NA	11.5	m	2
Aug_04	NA	NA	NA	NA	NA	NA	36.5	m	1
Aug_04	NA	NA	NA	NA	NA	NA	14.0	m	2
Aug_04	NA	NA	NA	NA	NA	NA	10.5	m	2
Aug_04	NA	NA	NA	NA	NA	NA	14.0	m	2
Aug_04	NA	NA	NA	NA	NA	NA	15.5	m	1
Aug_04	35.3	14.5	26.3	7.7	21.1	5.4	9.5	m	2
Aug_04	27.8	11.8	12.3	3.1	13.1	3.4	4.0	f	1
Aug_04	32.5	14.5	26.5	8.0	26.8	8.0	8.0	m	2
Nov_04	36.6	17.4	18.7	4.8	23.3	6.1	10.5	m	2
Nov_04	51.9	22.8	37.1	12.2	NA	NA	30.0	f	2
Nov_04	40.5	17.2	34.3	10.9	NA	NA	15.0	m	2
Nov_04	42.9	17.9	30.8	8.2	30.6	8.7	14.0	m	2
Nov_04	48.2	20.6	32.6	12.3	33.0	12.5	24.5	f	1
Nov_04	43.9	18.0	32.7	9.6	23.1	7.2	16.0	m	2
Nov_04	61.4	26.8	44.7	16.4	35.3	12.1	47.5	f	1
Nov_04	57.1	23.5	NA	NA	41.0	14.1	34.0	f	1
Nov_04	41.9	18.2	22.6	5.8	NA	NA	14.0	m	2
Nov_04	27.2	11.8	NA	NA	13.1	3.5	3.5	m	2
Nov_04	51.7	22.9	32.1	12.2	19.2	5.5	26.5	f	2
Nov_04	48.2	20.6	32.6	12.3	33.0	12.5	24.5	f	1
Nov_04	56.1	24.8	41.0	13.7	41.4	13.4	35.5	f	2
Nov_04	42.2	18.5	31.7	8.8	30.5	7.4	16.0	m	2
Nov_04	42.9	17.9	30.8	8.2	30.6	8.7	14.0	m	2
Nov_04	44.2	19.6	27.7	10.6	28.1	10.0	18.5	f	1
Nov_04	42.4	18.4	26.3	8.7	28.1	9.2	15.0	f	1
Nov_04	44.0	20.0	35.2	11.3	36.1	11.0	19.5	m	1
Nov_04	43.1	19.2	15.5	4.6	NA	NA	16.5	f	1
Nov_04	46.1	19.4	28.1	9.9	29.0	9.8	19.5	f	2
Nov_04	44.4	19.2	35.6	12.1	18.9	6.1	20.5	m	2
Nov_04	48.0	21.3	31.6	12.3	30.9	12.2	24.5	f	2
Nov_04	36.6	17.4	18.7	4.8	23.3	6.1	10.5	m	2
Nov_04	46.2	20.5	37.9	11.8	38.4	11.7	25.0	m	2
Nov_04	51.9	22.8	37.1	12.2	NA	NA	30.0	f	2
Nov_04	43.6	19.4	36.5	10.9	39.0	13.3	22.0	m	1
Nov_04	40.5	17.2	34.3	10.9	NA	NA	15.0	m	2
Nov_04	50.1	20.9	NA	NA	33.0	13.0	26.5	f	2
Nov_04	45.2	20.0	NA	NA	NA	NA	17.5	f	1
Nov_04	43.4	18.6	NA	NA	28.4	9.3	16.5	f	1
Nov_04	42.5	17.5	26.6	8.7	25.8	8.8	16.0	f	1
Nov_04	42.0	18.1	20.1	6.8	23.2	7.2	18.0	f	1
Nov_04	54.8	23.3	39.5	13.5	NA	NA	33.0	f	2
Nov_04	57.0	23.3	49.8	17.1	50.4	15.8	39.5	m	1
Nov_04	52.1	22.7	NA	NA	32.5	13.3	29.0	f	2
Nov_04	44.1	17.9	33.9	10.9	35.1	11.3	20.0	m	2
Nov_04	54.8	22.8	37.0	13.7	36.8	13.0	34.5	f	2
Nov_04	43.0	17.0	NA	NA	24.6	9.3	16.5	f	1
Nov_04	49.5	20.7	NA	NA	29.2	11.0	23.0	f	2
Nov_04	56.3	23.9	41.1	16.4	22.1	6.3	38.5	f	2
Nov_04	36.3	16.0	34.1	12.3	34.2	12.7	14.5	m	1
Nov_04	49.4	19.2	41.7	13.8	42.1	13.9	28.0	m	1
Nov_04	30.5	12.8	NA	NA	17.0	5.2	6.0	m	2
Nov_04	33.3	13.7	14.8	5.5	15.0	5.4	6.5	f	1
Nov_04	26.8	10.2	NA	NA	NA	NA	3.5	m	2
Nov_04	51.0	20.5	NA	NA	34.9	12.8	28.5	f	2
Nov_04	58.1	24.8	40.8	14.2	40.0	13.9	41.0	f	1
Nov_04	63.6	25.3	48.0	16.0	39.4	12.2	50.0	f	3
Nov_04	61.0	25.2	34.0	11.1	38.0	11.5	41.5	f	2
Nov_04	51.2	21.1	31.1	10.2	27.5	9.5	28.0	f	2
Nov_04	41.2	17.0	24.5	6.7	NA	NA	12.5	f	1
Nov_04	61.0	26.1	40.0	11.0	46.3	15.0	50.0	f	3
Nov_04	50.3	22.1	38.2	11.6	22.7	6.4	25.5	m	2
Nov_04	55.5	24.1	37.9	13.7	38.8	13.4	40.0	m	2
Nov_04	54.5	23.0	44.5	12.5	46.1	11.7	35.5	m	2
Nov_04	47.1	21.1	29.6	9.8	30.7	9.8	25.0	f	1
Nov_04	57.4	22.1	36.0	10.0	39.3	11.7	35.0	f	1
Nov_04	57.2	25.4	38.0	14.5	19.8	5.5	39.5	f	2
Nov_04	51.3	22.9	55.2	16.8	43.5	11.8	34.0	m	1
Nov_04	57.9	24.0	50.0	13.5	48.6	13.5	39.0	m	1
Nov_04	64.2	29.3	48.0	18.0	48.5	18.2	60.0	f	2
Nov_04	56.4	24.5	57.5	18.8	58.0	17.5	48.0	m	1
Nov_04	53.8	23.0	45.3	12.7	44.3	13.2	36.0	m	2
Nov_04	50.3	22.0	NA	NA	45.1	13.5	27.0	m	2
Nov_04	49.5	23.2	38.4	10.5	44.8	12.5	28.0	m	2
Nov_04	67.8	29.0	35.8	11.3	57.2	19.6	71.5	m	1
Nov_04	51.2	22.0	54.3	16.5	56.6	17.7	38.5	m	1
Nov_04	57.8	25.0	43.4	13.8	NA	NA	43.5	m	2
Nov_04	58.8	25.1	43.4	13.5	42.5	14.4	42.0	f	2
Nov_04	55.6	23.2	48.2	14.1	48.9	13.6	37.5	m	2
Nov_04	50.6	22.4	42.2	15.0	55.5	16.8	37.0	m	1
Mar_05	NA	NA	NA	NA	NA	NA	37.5	m	1
Mar_05	NA	NA	NA	NA	NA	NA	24.5	m	2
Mar_05	NA	NA	NA	NA	NA	NA	39.5	f	3
Mar_05	47.0	19.5	37.8	10.6	31.5	17.3	21.0	m	2
Mar_05	47.0	18.9	38.9	10.5	NA	NA	18.0	m	2
Mar_05	42.4	18.7	24.5	8.9	25.1	8.9	15.5	f	1
Mar_05	43.3	18.2	20.8	7.0	27.3	9.6	16.5	f	1
Mar_05	47.5	20.8	33.4	9.0	40.8	10.5	22.0	m	2
Mar_05	41.0	18.2	26.1	10.1	26.0	9.8	16.0	f	1
Mar_05	45.0	18.7	NA	NA	22.4	5.0	17.0	m	2
Mar_05	66.3	29.5	63.0	18.0	71.3	22.9	75.0	m	1
Mar_05	42.2	17.4	20.5	5.5	26.1	7.3	14.0	m	2
Mar_05	45.3	19.3	31.4	9.0	32.5	9.2	19.5	m	2
Mar_05	49.5	22.5	43.8	14.5	41.8	14.3	31.0	m	2
Mar_05	64.9	29.9	50.8	17.8	49.7	16.2	62.5	f	2
Mar_05	66.4	28.3	69.5	20.5	68.9	20.2	72.5	m	1
Mar_05	48.5	22.2	35.9	13.4	NA	NA	26.0	m	2
Mar_05	45.9	19.5	42.0	13.2	41.0	14.2	25.0	m	1
Mar_05	47.2	19.9	40.8	11.7	37.8	11.0	25.5	m	2
Mar_05	NA	NA	NA	NA	NA	NA	17.5	m	2
Mar_05	NA	NA	NA	NA	NA	NA	36.0	m	1
Mar_05	58.8	25.1	43.4	13.5	42.5	14.4	42.0	f	2
Mar_05	NA	NA	NA	NA	NA	NA	13.0	m	2
Mar_05	NA	NA	NA	NA	NA	NA	32.0	m	2
Mar_05	NA	NA	NA	NA	NA	NA	70.0	f	2
Mar_05	NA	NA	NA	NA	NA	NA	29.0	m	2
Mar_05	NA	NA	NA	NA	NA	NA	30.0	f	2
Mar_05	NA	NA	NA	NA	NA	NA	28.0	f	2
