Site	Latitude	Longitude	Ecosystem	Temp	Flux
Kytalyksite2	70.49	147.29	Wetland	-0.699766316	-0.122853431
Kytalyksite2	70.49	147.29	Wetland	-0.665834105	-0.111929704
Kytalyksite2	70.49	147.29	Wetland	-0.628086158	-0.068951074
Kytalyksite2	70.49	147.29	Wetland	-0.632531906	-0.093688936
Kytalyksite2	70.49	147.29	Wetland	-0.561087257	-0.093688936
Kytalyksite2	70.49	147.29	Wetland	-0.628086158	-0.190380622
Kytalyksite2	70.49	147.29	Wetland	-0.564946594	-0.205780801
Kytalyksite2	70.49	147.29	Wetland	-0.477505194	-0.485019174
Kytalyksite2	70.49	147.29	Wetland	-0.506848146	-0.579865425
Kytalyksite2	70.49	147.29	Wetland	-0.473093172	-0.639671005
Kytalyksite2	70.49	147.29	Wetland	0.099619384	-1.133443575
Kytalyksite2	70.49	147.29	Wetland	-0.159887505	-0.568615719
Kytalyksite2	70.49	147.29	Wetland	-0.07361702	-0.390341973
Kytalyksite2	70.49	147.29	Wetland	0.040190205	-0.298687377
Kytalyksite2	70.49	147.29	Wetland	0.088688779	-0.486513279
Kytalyksite2	70.49	147.29	Wetland	-0.414830627	-0.286305585
Kytalyksite2	70.49	147.29	Wetland	-0.327466848	-0.191508263
Kytalyksite2	70.49	147.29	Wetland	-0.489465167	-0.045304211
Kytalyksite2	70.49	147.29	Wetland	-0.56809178	0.023766642
Kytalyksite2	70.49	147.29	Wetland	-0.660232089	0.010899154
Kytalyksite2	70.49	147.29	Wetland	-0.711137585	0.067274981
Kytalyksite2	70.49	147.29	Wetland	-0.551799258	0.079429923
Kytalyksite2	70.49	147.29	Wetland	-0.484480989	0.091450231
Kytalyksite2	70.49	147.29	Wetland	-0.467686194	0.140287358
Kytalyksite2	70.49	147.29	Wetland	-0.828819315	0.171000129
Kytalyksite2	70.49	147.29	Wetland	-0.828819315	0.250271834
Kytalyksite2	70.49	147.29	Wetland	-0.794672499	0.240035575
Kytalyksite2	70.49	147.29	Wetland	-0.663535656	0.221982958
Kytalyksite2	70.49	147.29	Wetland	-0.317578994	0.245006393
Kytalyksite2	70.49	147.29	Wetland	-0.272579719	0.341858613
Kytalyksite2	70.49	147.29	Wetland	-0.193825652	0.054582409
Kytalyksite2	70.49	147.29	Wetland	-0.050190751	0.249913927
Kytalyksite2	70.49	147.29	Wetland	0.372596899	0.117509718
LA	59.268074	17.966337	Aquatic	-0.178812899	-0.746979868
LA	59.268074	17.966337	Aquatic	-0.122789254	-0.623209506
LA	59.268074	17.966337	Aquatic	-0.052978162	-0.403898113
LA	59.268074	17.966337	Aquatic	0.016591369	-0.386971526
LA	59.268074	17.966337	Aquatic	0.469781054	0.441590879
LA	59.268074	17.966337	Aquatic	0.496918442	0.747403701
LA	59.268074	17.966337	Aquatic	0.537555012	0.445698053
LA	59.268074	17.966337	Aquatic	0.564599828	1.091336182
LA	59.268074	17.966337	Aquatic	0.632050614	1.015947156
LA	59.268074	17.966337	Aquatic	0.699271975	1.768964694
LA	59.268074	17.966337	Aquatic	0.766265081	1.607266221
LA	59.268074	17.966337	Aquatic	0.806351864	1.757210632
LaSelva	10.25	-84	Wetland	1.310788544	1.856412174
LaSelva	10.25	-84	Wetland	1.070999335	1.156544983
LaSelva	10.25	-84	Wetland	1.236105774	-0.845619012
LaSelva	10.25	-84	Wetland	1.16952329	2.507463084
LaSelva	10.25	-84	Wetland	1.212062925	0.761566013
LaSelva	10.25	-84	Wetland	1.10941713	1.541090031
LacAbitibi	48.62749	-79.50201	Aquatic	-0.907021118	-0.835756353
LacAbitibi	48.62749	-79.50201	Aquatic	0.160527669	-0.295939088
LacAbitibi	48.62749	-79.50201	Aquatic	0.790326945	0.933524082
LacAlbanel	50.85316	-73.34535	Aquatic	-0.654200867	-1.016376234
LacAlbanel	50.85316	-73.34535	Aquatic	-0.585398993	-0.449054064
LacAlbanel	50.85316	-73.34535	Aquatic	0.399049737	0.385793682
LacBoily	49.34015	-79.20161	Aquatic	-0.636978624	-0.368946852
LacBoily	49.34015	-79.20161	Aquatic	0.236231327	-0.185657768
LacBoily	49.34015	-79.20161	Aquatic	0.689874752	0.842676103
LacdesFreres	48.93593	-79.1804	Aquatic	0.916834708	-0.515472629
LacdesFreres	48.93593	-79.1804	Aquatic	0.145352471	-0.267778253
LacdesFreres	48.93593	-79.1804	Aquatic	-0.516828702	0.97722203
Lacdesilets	48.201246	-71.23432	Aquatic	-1.817864816	-0.607424669
Lacdesilets	48.201246	-71.23432	Aquatic	0.219738616	-0.587516762
Lacdesilets	48.201246	-71.23432	Aquatic	0.110820523	0.006429593
Lacdesilets	48.201246	-71.23432	Aquatic	0.886281165	0.710380407
LacduQuai	48.12947	-71.258607	Aquatic	-0.145180027	-0.854045749
LacduQuai	48.12947	-71.258607	Aquatic	-0.361970884	-0.218145949
LacduQuai	48.12947	-71.258607	Aquatic	0.928777505	1.45493128
LacDuparquet	48.48519	-79.31643	Aquatic	0.070688718	-0.673938753
LacDuparquet	48.48519	-79.31643	Aquatic	1.006889501	-0.396833146
LacDuparquet	48.48519	-79.31643	Aquatic	-0.7232355	0.936939037
LacFaniant	48.127375	-71.263	Aquatic	-0.397384432	-0.740716247
LacFaniant	48.127375	-71.263	Aquatic	0.02492354	-0.348724559
LacFaniant	48.127375	-71.263	Aquatic	0.613187571	1.36884547
LacFortune	48.190224	-79.30344	Aquatic	0.547024899	-1.388983793
LacFortune	48.190224	-79.30344	Aquatic	-0.516828702	-0.011466797
LacFortune	48.190224	-79.30344	Aquatic	0.959264985	2.128937004
LacHebecourt	48.5045	-79.3897	Aquatic	-0.775164933	-1.172647965
LacHebecourt	48.5045	-79.3897	Aquatic	0.876972815	0.107863626
LacHebecourt	48.5045	-79.3897	Aquatic	1.064940323	1.011236654
LacHebecourt	48.5045	-79.3897	Aquatic	0.252710421	1.319119894
LacJohn	49.3457	-79.20248	Aquatic	-0.806964583	-1.36806739
LacJohn	49.3457	-79.20248	Aquatic	-0.211097116	-0.9777006
LacJohn	49.3457	-79.20248	Aquatic	0.563248464	0.497738687
LacJohn	49.3457	-79.20248	Aquatic	0.128784571	1.280577257
LacKenogami	48.29824	-71.23846	Aquatic	-0.437121167	-1.08242719
LacKenogami	48.29824	-71.23846	Aquatic	-2.003984433	-1.122957656
LacKenogami	48.29824	-71.23846	Aquatic	0.265060817	0.348162651
LacMatis	50.014556	-78.78939	Aquatic	-0.889584886	-1.683556522
LacMatis	50.014556	-78.78939	Aquatic	0.825031122	-0.069605263
LacMatis	50.014556	-78.78939	Aquatic	-0.052978162	1.362810779
LacMatissard	48.43141	-78.68851	Aquatic	0.185334998	-0.285204082
LacMatissard	48.43141	-78.68851	Aquatic	-0.786722729	-0.241663133
LacMatissard	48.43141	-78.68851	Aquatic	0.891598242	0.715662876
LacMistassini	50.50873	-73.82723	Aquatic	-0.779498342	-0.940670685
LacMistassini	50.50873	-73.82723	Aquatic	0.282886787	-0.45916047
LacMistassini	50.50873	-73.82723	Aquatic	-1.199821347	0.061987153
LacNixon	48.11938	-71.26266	Aquatic	-0.086457262	-0.450460213
LacNixon	48.11938	-71.26266	Aquatic	0.128784571	-0.025912266
LacNixon	48.11938	-71.26266	Aquatic	0.66703428	1.289135244
LacQuasion	49.978722	-79.507	Aquatic	-0.417243071	-1.295407475
LacQuasion	49.978722	-79.507	Aquatic	-1.06168693	-0.719980173
LacQuasion	49.978722	-79.507	Aquatic	0.579458746	0.902418122
LacRenaud	48.18528	-79.28266	Aquatic	-0.965249026	-1.810445826
LacRenaud	48.18528	-79.28266	Aquatic	0.58755891	-0.037902624
LacRenaud	48.18528	-79.28266	Aquatic	1.105736506	2.734852276
LacSainte-Helene	49.814722	-78.325306	Aquatic	-0.145180027	-1.410972353
LacSainte-Helene	49.814722	-78.325306	Aquatic	-1.066081219	-0.248879905
LacSainte-Helene	49.814722	-78.325306	Aquatic	0.622621342	0.966173964
LacSimoncouche	48.23241	-71.24915	Aquatic	-1.579252836	-1.434875455
LacSimoncouche	48.23241	-71.24915	Aquatic	0.085920591	-0.599430619
LacSimoncouche	48.23241	-71.24915	Aquatic	0.088688779	-0.017904512
LacSimoncouche	48.23241	-71.24915	Aquatic	0.975152692	1.551562127
LacSt-Jean	48.493	-72.12424	Aquatic	0.705981538	-0.715823573
LacSt-Jean	48.493	-72.12424	Aquatic	-0.320968571	-0.069709055
LacSt-Jean	48.493	-72.12424	Aquatic	-0.191439702	0.790756298
LacTario	49.87	-79.195556	Aquatic	-0.31108389	-0.629003499
LacTario	49.87	-79.195556	Aquatic	-0.979831813	-0.261317557
LacTario	49.87	-79.195556	Aquatic	0.64820462	0.362625935
LacValiquette	48.12679	-71.27876	Aquatic	-0.340752426	-0.77662796
LacValiquette	48.12679	-71.27876	Aquatic	0.182580148	-0.037999884
LacValiquette	48.12679	-71.27876	Aquatic	0.63743675	1.279245493
LakeCharels	29.57	-94.3	RicePaddy	1.952648342	-2.084799863
LakeCharels	29.57	-94.3	RicePaddy	1.875236409	-0.465869711
LakeCharels	29.57	-94.3	RicePaddy	1.827169394	0.804312691
LakeCharels	29.57	-94.3	RicePaddy	2.058173319	1.345365072
LakeCharels	29.57	-94.3	RicePaddy	2.12961292	1.977987756
LakeCharels	29.57	-94.3	RicePaddy	2.028619962	2.098788917
LakeCharels	29.57	-94.3	RicePaddy	1.858806002	1.824912415
LakeCharels	29.57	-94.3	RicePaddy	1.652612955	2.067879587
LakeCharels	29.57	-94.3	RicePaddy	1.438631564	1.795169815
LakeCharels	29.57	-94.3	RicePaddy	1.537241913	2.39498064
Lakkasuomire_Bog	61.47	21.49	Wetland	-2.092487477	-2.297940677
Lakkasuomire_Bog	61.47	21.49	Wetland	-1.803295123	-2.226566336
Lakkasuomire_Bog	61.47	21.49	Wetland	-1.39249218	-1.018756588
Lakkasuomire_Bog	61.47	21.49	Wetland	-0.507945768	-0.071152012
Lakkasuomire_Bog	61.47	21.49	Wetland	0.053407301	0.017935112
Lakkasuomire_Bog	61.47	21.49	Wetland	0.313551274	-0.030426599
Lakkasuomire_Bog	61.47	21.49	Wetland	-0.883556849	-0.543125693
Lakkasuomire_Bog	61.47	21.49	Wetland	-1.459530893	-1.36623568
Lakkasuomire_Bog	61.47	21.49	Wetland	-1.611696461	-1.574429849
Lakkasuomire_Fen	61.47	21.49	Wetland	-2.236907513	-1.987095561
Lakkasuomire_Fen	61.47	21.49	Wetland	-2.105460252	-1.804774004
Lakkasuomire_Fen	61.47	21.49	Wetland	-1.396824809	-1.399306873
Lakkasuomire_Fen	61.47	21.49	Wetland	-0.927134758	-0.823943613
Lakkasuomire_Fen	61.47	21.49	Wetland	-0.317155337	-0.013014534
Lakkasuomire_Fen	61.47	21.49	Wetland	0.157948698	0.232107924
Lakkasuomire_Fen	61.47	21.49	Wetland	0.216548454	0.354710246
Lakkasuomire_Fen	61.47	21.49	Wetland	-0.619856912	-0.957474843
Lakkasuomire_Fen	61.47	21.49	Wetland	-1.68382858	-1.517091931
Lakkasuomire_Fen	61.47	21.49	Wetland	-2.105460252	-1.987095561
LO	59.862402	17.939472	Aquatic	-0.762170211	-1.865831974
LO	59.862402	17.939472	Aquatic	-0.475512549	-0.940241847
LO	59.862402	17.939472	Aquatic	-0.404474571	-0.824645241
LO	59.862402	17.939472	Aquatic	-0.263141172	-0.49087021
LO	59.862402	17.939472	Aquatic	-0.15078161	0.044611616
LO	59.862402	17.939472	Aquatic	-0.122789254	-0.169729323
LO	59.862402	17.939472	Aquatic	0.292478789	0.971869691
LO	59.862402	17.939472	Aquatic	0.42900527	0.582413338
LO	59.862402	17.939472	Aquatic	0.496918442	0.707875245
LO	59.862402	17.939472	Aquatic	0.605097896	1.613212582
LO	59.862402	17.939472	Aquatic	0.632050614	0.770372129
LO	59.862402	17.939472	Aquatic	0.833031091	1.127626858
LochMore	58.608334	-3.295898	Wetland	-1.274058225	-1.330613577
LochMore	58.608334	-3.295898	Wetland	-0.980291339	-0.91142919
LochMore	58.608334	-3.295898	Wetland	-0.832700605	-0.689874961
LochMore	58.608334	-3.295898	Wetland	-0.689393755	-0.630847916
LS	59.890831	15.396137	Aquatic	-0.647023166	-0.829992199
LS	59.890831	15.396137	Aquatic	-0.503997459	-0.43066925
LS	59.890831	15.396137	Aquatic	-0.319556178	-0.144439879
LS	59.890831	15.396137	Aquatic	-0.15078161	-0.418956432
LS	59.890831	15.396137	Aquatic	0.237605104	0.456903596
LS	59.890831	15.396137	Aquatic	0.292478789	0.651496348
LS	59.890831	15.396137	Aquatic	0.333535156	0.056488238
LS	59.890831	15.396137	Aquatic	0.496918442	-0.123125518
LS	59.890831	15.396137	Aquatic	0.591607749	0.384951687
LS	59.890831	15.396137	Aquatic	0.926124178	0.793153105
LS	59.890831	15.396137	Aquatic	1.150382912	1.739935781
LucknowS1	26.45	80.51	Wetland	-0.122789254	0.310811208
LucknowS1	26.45	80.51	Wetland	2.370171674	1.15080196
LucknowS1	26.45	80.51	Wetland	2.735862377	1.995413092
LucknowS10	26.45	80.51	Wetland	0.016591369	0.549204782
LucknowS10	26.45	80.51	Wetland	1.871319669	0.848162141
LucknowS10	26.45	80.51	Wetland	2.735862377	1.609910588
LucknowS2	26.45	80.51	Wetland	0.292478789	0.919359085
LucknowS2	26.45	80.51	Wetland	2.122381252	0.139984885
LucknowS2	26.45	80.51	Wetland	2.492860113	1.101988856
LucknowS3	26.45	80.51	Wetland	0.292478789	0.553608101
LucknowS3	26.45	80.51	Wetland	1.871319669	0.806310454
LucknowS3	26.45	80.51	Wetland	2.614754452	2.515754769
LucknowS4	26.45	80.51	Wetland	0.016591369	0.853313249
LucknowS4	26.45	80.51	Wetland	1.744541883	0.205912671
LucknowS4	26.45	80.51	Wetland	2.492860113	2.0397604
LucknowS5	26.45	80.51	Wetland	0.42900527	0.638479106
LucknowS5	26.45	80.51	Wetland	2.122381252	1.195276824
LucknowS5	26.45	80.51	Wetland	2.856191472	3.529880333
LucknowS6	26.45	80.51	Wetland	0.155010747	0.51008695
LucknowS6	26.45	80.51	Wetland	2.246681349	1.491301931
LucknowS6	26.45	80.51	Wetland	2.492860113	1.714265494
LucknowS7	26.45	80.51	Wetland	0.42900527	0.585999315
LucknowS7	26.45	80.51	Wetland	1.871319669	1.110410608
LucknowS7	26.45	80.51	Wetland	2.614754452	2.493965992
LucknowS8	26.45	80.51	Wetland	0.292478789	0.777948921
LucknowS8	26.45	80.51	Wetland	2.246681349	1.417439306
LucknowS8	26.45	80.51	Wetland	2.856191472	2.259388459
LucknowS9	26.45	80.51	Wetland	0.292478789	0.819440593
LucknowS9	26.45	80.51	Wetland	2.122381252	0.718322473
LucknowS9	26.45	80.51	Wetland	2.492860113	0.934116428
LV	59.913257	15.40678	Aquatic	-0.618337588	-0.353093359
LV	59.913257	15.40678	Aquatic	-0.475512549	-0.375476401
LV	59.913257	15.40678	Aquatic	-0.333684544	-0.508375988
LV	59.913257	15.40678	Aquatic	-0.164792383	-0.47479057
MarcellFen	42.32	-93.28	Wetland	-1.711361543	-2.281362482
MarcellFen	42.32	-93.28	Wetland	-1.55074159	-2.131362482
MarcellFen	42.32	-93.28	Wetland	-1.461409192	-2.234362482
MarcellFen	42.32	-93.28	Wetland	-1.461409192	-1.942362482
MarcellFen	42.32	-93.28	Wetland	-1.300623218	-1.990362482
MarcellFen	42.32	-93.28	Wetland	-1.302549434	-1.743362482
MarcellFen	42.32	-93.28	Wetland	-1.164906627	-1.949362482
MarcellFen	42.32	-93.28	Wetland	-1.173887481	-1.770362483
MarcellFen	42.32	-93.28	Wetland	-0.863893454	-0.772362482
MarcellFen	42.32	-93.28	Wetland	-0.753655925	-1.156362482
MarcellFen	42.32	-93.28	Wetland	-0.422352721	-1.012362482
MarcellFen	42.32	-93.28	Wetland	-0.633105622	-0.644362483
MarcellFen	42.32	-93.28	Wetland	-0.61145905	-0.137362483
MarcellFen	42.32	-93.28	Wetland	-0.536804517	0.137637518
MarcellFen	42.32	-93.28	Wetland	-0.121110949	0.177637518
MarcellForestedBogC3	42.32	-93.28	Wetland	-1.466187821	-1.711935633
MarcellForestedBogC3	42.32	-93.28	Wetland	-1.113892974	-0.488935634
MarcellForestedBogC3	42.32	-93.28	Wetland	-1.113892974	-0.584935634
MarcellForestedBogC3	42.32	-93.28	Wetland	-1.024373261	-0.612935633
MarcellForestedBogC3	42.32	-93.28	Wetland	-1.028759597	-0.945935633
MarcellForestedBogC3	42.32	-93.28	Wetland	-0.937570194	-1.139935633
MarcellForestedBogC3	42.32	-93.28	Wetland	-0.946306852	-0.638935633
MarcellForestedBogC3	42.32	-93.28	Wetland	-0.79568451	-0.798935634
MarcellForestedBogC3	42.32	-93.28	Wetland	-0.802336109	-0.520935633
MarcellForestedBogC3	42.32	-93.28	Wetland	-0.859832219	-0.169935633
MarcellForestedBogC3	42.32	-93.28	Wetland	-0.413553567	-0.198935634
MarcellForestedBogC3	42.32	-93.28	Wetland	-1.021595731	-1.644935633
MarcellForestedBogC3	42.32	-93.28	Wetland	-0.703795915	-1.720935633
MarcellForestedBogC4	42.32	-93.28	Wetland	-1.515980633	-1.994463713
MarcellForestedBogC4	42.32	-93.28	Wetland	-1.45394478	-2.022463713
MarcellForestedBogC4	42.32	-93.28	Wetland	-1.477093177	-1.438463713
MarcellForestedBogC4	42.32	-93.28	Wetland	-1.332057711	-0.977463713
MarcellForestedBogC4	42.32	-93.28	Wetland	-1.268940445	-1.088463713
MarcellForestedBogC4	42.32	-93.28	Wetland	-1.140780721	-1.088463713
MarcellForestedBogC4	42.32	-93.28	Wetland	-1.140780721	-1.004463713
MarcellForestedBogC4	42.32	-93.28	Wetland	-0.801613004	-1.090463713
MarcellForestedBogC4	42.32	-93.28	Wetland	-0.801613004	-1.006463713
MarcellForestedBogC4	42.32	-93.28	Wetland	-0.786144684	-0.895463713
MarcellForestedBogC4	42.32	-93.28	Wetland	-0.730872394	-0.978463713
MarcellForestedBogC4	42.32	-93.28	Wetland	-0.776320419	-0.593463713
MarcellForestedBogC4	42.32	-93.28	Wetland	-0.817816668	-0.468463713
MarcellForestedBogC4	42.32	-93.28	Wetland	-0.500292162	-0.862463713
MarcellForestedBogC4	42.32	-93.28	Wetland	-0.210816161	0.331536287
MarcellOpenBogC1	42.32	-93.28	Wetland	-1.650852456	-2.851988173
MarcellOpenBogC1	42.32	-93.28	Wetland	-1.235533597	-2.400988173
MarcellOpenBogC1	42.32	-93.28	Wetland	-1.156959619	-2.489988173
MarcellOpenBogC1	42.32	-93.28	Wetland	-1.069450809	-1.909988173
MarcellOpenBogC1	42.32	-93.28	Wetland	-1.069450809	-1.532988173
MarcellOpenBogC1	42.32	-93.28	Wetland	-1.208079858	-1.580988173
MarcellOpenBogC1	42.32	-93.28	Wetland	-1.210440038	-1.457988172
MarcellOpenBogC1	42.32	-93.28	Wetland	-0.723667701	-0.438988173
MarcellOpenBogC1	42.32	-93.28	Wetland	-0.675461671	-0.404988172
MarcellOpenBogC1	42.32	-93.28	Wetland	-0.647023166	-0.617988172
MarcellOpenBogC1	42.32	-93.28	Wetland	-0.601288799	-0.256988173
MarcellOpenBogC1	42.32	-93.28	Wetland	-0.518254895	-0.147988173
MarcellOpenBogC1	42.32	-93.28	Wetland	-0.459862854	-0.359988173
MarcellOpenBogC1	42.32	-93.28	Wetland	-0.152882606	-0.427988172
MarcellOpenBogC1	42.32	-93.28	Wetland	-0.38774582	-0.502988172
MarcellOpenBogC1	42.32	-93.28	Wetland	-0.030132795	-0.044988173
MarcellOpenBogC2	42.32	-93.28	Wetland	-1.409512358	-2.924727707
MarcellOpenBogC2	42.32	-93.28	Wetland	-1.409512358	-2.616727707
MarcellOpenBogC2	42.32	-93.28	Wetland	-1.094666952	-2.227727707
MarcellOpenBogC2	42.32	-93.28	Wetland	-0.950676574	-2.227727707
MarcellOpenBogC2	42.32	-93.28	Wetland	-0.922726397	-1.169727707
MarcellOpenBogC2	42.32	-93.28	Wetland	-0.929273809	-1.243727707
MarcellOpenBogC2	42.32	-93.28	Wetland	-0.395966702	-0.983727707
MarcellOpenBogC2	42.32	-93.28	Wetland	-0.387320692	-0.846727707
MarcellOpenBogC2	42.32	-93.28	Wetland	-0.26919824	0.080272293
MarcellOpenBogC2	42.32	-93.28	Wetland	-0.413127899	0.309272293
MarcellOpenBogC2	42.32	-93.28	Wetland	-0.447493902	0.458272293
MarcellOpenBogC2	42.32	-93.28	Wetland	-0.390863693	0.676272293
MarcellOpenBogC2	42.32	-93.28	Wetland	0.098789421	0.223272293
MarcellOpenBogC2	42.32	-93.28	Wetland	0.21630092	0.557272293
MarcellOpenBogC2	42.32	-93.28	Wetland	0.378736002	1.299272293
MarcellOpenBogC2	42.32	-93.28	Wetland	-0.131882505	-0.859727707
MarcellOpenBogC2	42.32	-93.28	Wetland	0.113170584	-0.422727707
MarcellOpenBogC2	42.32	-93.28	Wetland	0.113170584	-0.525727707
Meso:1	50.679818	-2.186022	Aquatic	1.245742499	2.27987194
Meso:1	50.679818	-2.186022	Aquatic	1.087302862	1.43871754
Meso:1	50.679818	-2.186022	Aquatic	0.715085278	1.007933857
Meso:1	50.679818	-2.186022	Aquatic	-0.08653004	-1.000331005
Meso:1	50.679818	-2.186022	Aquatic	-0.665906878	-0.971934111
Meso:1	50.679818	-2.186022	Aquatic	0.402265182	0.418538628
Meso:10	50.679818	-2.186022	Aquatic	0.466411026	-0.824245272
Meso:10	50.679818	-2.186022	Aquatic	0.920884486	0.906960138
Meso:10	50.679818	-2.186022	Aquatic	0.334195195	0.904027732
Meso:10	50.679818	-2.186022	Aquatic	-0.962180542	0.165529198
Meso:10	50.679818	-2.186022	Aquatic	-1.556606697	-0.236992904
Meso:10	50.679818	-2.186022	Aquatic	-1.502448359	-2.125105394
Meso:10	50.679818	-2.186022	Aquatic	-0.013514178	-0.731178857
Meso:11	50.679818	-2.186022	Aquatic	0.202989955	-1.20177114
Meso:11	50.679818	-2.186022	Aquatic	1.246473234	0.674048921
Meso:11	50.679818	-2.186022	Aquatic	0.847900418	0.87196914
Meso:11	50.679818	-2.186022	Aquatic	-0.84156257	0.231957459
Meso:11	50.679818	-2.186022	Aquatic	-1.718601646	-0.024778418
Meso:11	50.679818	-2.186022	Aquatic	0.246825188	-0.824449169
Meso:12	50.679818	-2.186022	Aquatic	0.943177083	0.313578158
Meso:12	50.679818	-2.186022	Aquatic	1.904529318	2.300842038
Meso:12	50.679818	-2.186022	Aquatic	1.585622764	1.758021639
Meso:12	50.679818	-2.186022	Aquatic	0.150545775	-0.036623202
Meso:12	50.679818	-2.186022	Aquatic	-1.068073201	-0.371807173
Meso:12	50.679818	-2.186022	Aquatic	-0.969778616	-1.282126635
Meso:12	50.679818	-2.186022	Aquatic	0.718378634	0.001053187
Meso:13	50.679818	-2.186022	Aquatic	0.038419697	-0.390190646
Meso:13	50.679818	-2.186022	Aquatic	1.271248137	1.624097752
Meso:13	50.679818	-2.186022	Aquatic	0.715896105	-1.149025434
Meso:13	50.679818	-2.186022	Aquatic	-0.881124503	0.003553064
Meso:13	50.679818	-2.186022	Aquatic	-1.684444701	-1.566114203
Meso:13	50.679818	-2.186022	Aquatic	-1.584176423	-1.716531114
Meso:13	50.679818	-2.186022	Aquatic	-0.08705058	1.045316892
Meso:14	50.679818	-2.186022	Aquatic	0.599407204	-0.223486498
Meso:14	50.679818	-2.186022	Aquatic	1.749735994	1.645599824
Meso:14	50.679818	-2.186022	Aquatic	1.085420961	1.595934263
Meso:14	50.679818	-2.186022	Aquatic	-0.262263186	-0.076021458
Meso:14	50.679818	-2.186022	Aquatic	-0.987247184	-0.604953203
Meso:14	50.679818	-2.186022	Aquatic	-0.98981992	-1.638737725
Meso:14	50.679818	-2.186022	Aquatic	0.54858522	0.750923909
Meso:15	50.679818	-2.186022	Aquatic	0.772934196	-0.563090151
Meso:15	50.679818	-2.186022	Aquatic	1.497454782	1.525858771
Meso:15	50.679818	-2.186022	Aquatic	1.317554641	0.742173152
Meso:15	50.679818	-2.186022	Aquatic	-0.04648842	-0.519144443
Meso:15	50.679818	-2.186022	Aquatic	-0.606494249	1.053337201
Meso:15	50.679818	-2.186022	Aquatic	-0.939005926	-0.405077997
Meso:15	50.679818	-2.186022	Aquatic	0.445579655	-0.781365425
Meso:16	50.679818	-2.186022	Aquatic	0.007537669	-0.826503648
Meso:16	50.679818	-2.186022	Aquatic	0.785456938	1.732545715
Meso:16	50.679818	-2.186022	Aquatic	0.417590924	-0.512253899
Meso:16	50.679818	-2.186022	Aquatic	-0.906201103	-0.772021865
Meso:16	50.679818	-2.186022	Aquatic	-1.590222945	-2.417730299
Meso:16	50.679818	-2.186022	Aquatic	-1.671300492	-1.267098453
Meso:16	50.679818	-2.186022	Aquatic	-0.254264833	0.370042687
Meso:17	50.679818	-2.186022	Aquatic	0.730000477	-0.440670872
Meso:17	50.679818	-2.186022	Aquatic	1.454321667	1.667054646
Meso:17	50.679818	-2.186022	Aquatic	0.950224223	2.367765972
Meso:17	50.679818	-2.186022	Aquatic	0.029160096	-1.403602876
Meso:17	50.679818	-2.186022	Aquatic	-1.19402758	-1.256937473
Meso:17	50.679818	-2.186022	Aquatic	-0.311774931	-0.225774712
Meso:17	50.679818	-2.186022	Aquatic	0.852304892	1.92780683
Meso:18	50.679818	-2.186022	Aquatic	0.04887053	-1.093727504
Meso:18	50.679818	-2.186022	Aquatic	1.019484332	1.516120934
Meso:18	50.679818	-2.186022	Aquatic	0.374066204	0.482071167
Meso:18	50.679818	-2.186022	Aquatic	-1.573284677	-2.212819748
Meso:18	50.679818	-2.186022	Aquatic	-1.556907021	-1.06730357
Meso:18	50.679818	-2.186022	Aquatic	-0.459399587	-0.226394835
Meso:19	50.679818	-2.186022	Aquatic	0.833515804	0.342953503
Meso:19	50.679818	-2.186022	Aquatic	0.827769964	1.788656875
Meso:19	50.679818	-2.186022	Aquatic	0.950424426	1.706066719
Meso:19	50.679818	-2.186022	Aquatic	0.291461195	1.252454089
Meso:19	50.679818	-2.186022	Aquatic	-0.698351115	-2.307608254
Meso:2	50.679818	-2.186022	Aquatic	-0.237116931	-1.151745761
Meso:2	50.679818	-2.186022	Aquatic	0.666385612	-0.102671027
Meso:2	50.679818	-2.186022	Aquatic	0.363825675	0.365053496
Meso:2	50.679818	-2.186022	Aquatic	-0.085388852	1.245087519
Meso:2	50.679818	-2.186022	Aquatic	-0.525228734	-0.474015834
Meso:20	50.679818	-2.186022	Aquatic	-0.12251748	-1.070372345
Meso:20	50.679818	-2.186022	Aquatic	0.236504543	0.52280703
Meso:20	50.679818	-2.186022	Aquatic	-0.344779458	-0.893959397
Meso:20	50.679818	-2.186022	Aquatic	-1.716419284	-1.112708959
Meso:20	50.679818	-2.186022	Aquatic	-1.556486567	-1.524890939
Meso:20	50.679818	-2.186022	Aquatic	-0.579535862	0.341748008
Meso:3	50.679818	-2.186022	Aquatic	-0.039561224	-1.186175018
Meso:3	50.679818	-2.186022	Aquatic	0.715105299	1.390523439
Meso:3	50.679818	-2.186022	Aquatic	0.251039534	1.071328901
Meso:3	50.679818	-2.186022	Aquatic	0.025426224	0.260221411
Meso:3	50.679818	-2.186022	Aquatic	-1.127036056	-1.873614226
Meso:3	50.679818	-2.186022	Aquatic	-1.668947949	-1.716619722
Meso:3	50.679818	-2.186022	Aquatic	-0.13225762	-0.676055277
Meso:4	50.679818	-2.186022	Aquatic	0.469684384	-0.359884175
Meso:4	50.679818	-2.186022	Aquatic	1.309056111	1.200821383
Meso:4	50.679818	-2.186022	Aquatic	0.910584041	0.882030718
Meso:4	50.679818	-2.186022	Aquatic	0.689949651	0.936783475
Meso:4	50.679818	-2.186022	Aquatic	-0.553338294	-0.866651563
Meso:4	50.679818	-2.186022	Aquatic	-0.810749939	-0.021892768
